store_id,name,street,city,state,zip,phone,manager,store_opened,latitude,longitude,state_name
679,City Of Industry,17550 Castleton St,City Of Industry,CA,91748-1701,(626) 839-3053                  ,Louis Parker,"Dec 19, 1986",33.994,-117.922,California
777,La Habra,101 N Beach Blvd,La Habra,CA,90631-4468,(562) 524-0001                  ,John Weaver,"Oct 26, 2005",33.933,-117.97,California
147,Foster City,1001 Metro Center Blvd,Foster City,CA,94404-2177,(650) 286-0739                  ,Kari Shields      Mgr,"Aug 4, 1994",37.562,-122.274,California
1042,Redwood City,2300 Middlefield Rd,Redwood City,CA,94063-2854,(650) 568-4040                  ,Roberta Gurney   Mgr,"Jun 1, 1983",37.479,-122.216,California
422,S San Francisco,451 S Airport Blvd,South San Francisco,CA,94080-6909,(650) 872-2021                  ,Ruben Hernandez  Mgr,"May 18, 1987",37.642,-122.401,California
654,S San Francisco Business Center,900 Dubuque Ave,South San Francisco,CA,94080-1805,(650) 784-4047                  ,Cindy Valencia    Mgr,"Aug 22, 2017",37.661,-122.401,California
475,El Camino,1600 El Camino Real,South San Francisco,CA,94080-1206,(650) 757-3003                  ,Beth Monroe       Mgr,"Oct 1, 1987",37.665,-122.448,California
143,Mountain View,1000 N Rengstorff Ave,Mountain View,CA,94043-1716,(650) 988-1841                  ,Todd Jerman,"Dec 9, 1992",37.421,-122.095,California
1061,Hayward,28505 Hesperian Blvd,Hayward,CA,94545-5008,(510) 921-3128                  ,Jeremy Christiansen,"Nov 24, 2009",37.615,-122.09,California
144,San Francisco,450 10Th St,San Francisco,CA,94103-4304,(415) 626-4388                  ,Eddie Bello,"Nov 18, 1993",37.771,-122.411,California
118,San Leandro,1900 Davis St,San Leandro,CA,94577-1209,(510) 562-6708                  ,Michael Reynolds,"May 21, 1987",37.72,-122.182,California
823,Hayward Business Center,22330 Hathaway Ave,Hayward,CA,94541-4861,(510) 259-6600                  ,Randall Urushima  Mgr,"Jul 5, 1992",37.668,-122.103,California
1294,W Jacksonville,8000 Parramore Rd,Jacksonville,FL,32244-5704,(904) 479-7521                  ,Jason Zook,"Feb 8, 2018",30.202,-81.757,Florida
357,E Jacksonville,4901 Gate Pkwy,Jacksonville,FL,32246-4405,(904) 997-7003                  ,Armando Zapata,"Nov 29, 2000",30.252,-81.534,Florida
1615,St Augustine,215 World Commerce Parkway,St. Augustine,FL,32092,(904) 687-1299                  ,Nash Myers,"Aug 3, 2022",29.982,-81.463,Florida
1681,Daytona,150 Pit Road,Daytona Beach,FL,32114,(386) 267-3200                  ,Donna Clinger     Mgr,"Feb 22, 2024",29.191,-81.072,Florida
393,Madison Heights,30550 Stephenson Hwy,Madison Heights,MI,48071-1611,(248) 616-0048                  ,Craig Martin,"May 1, 1998",42.516,-83.117,Michigan
374,Lakeside,45460 Market St,Shelby Township,MI,48315-6224,(586) 580-2000                  ,Lisa Barnhart     Mgr,"Oct 17, 2001",42.63,-82.979,Michigan
390,Middlebelt,13700 Middlebelt Rd,Livonia,MI,48150-2215,(734) 427-0563                  ,Narquita Steanhouse,"May 1, 1998",42.382,-83.332,Michigan
391,Haggerty,20000 Haggerty Rd,Livonia,MI,48152-1011,(734) 464-6399                  ,Peter Murad      Mgr,"May 1, 1998",42.433,-83.43,Michigan
349,Lenexa,9350 Marshall Dr,Lenexa,KS,66215-3845,(913) 227-3703                  ,Scott Frohning,"Nov 27, 2001",38.958,-94.733,Kansas
369,Overland Park,12221 Blue Valley Pkwy,Overland Park,KS,66213-2640,(913) 217-2050                  ,Kyle Shannon,"Feb 21, 2002",38.907,-94.671,Kansas
1486,Springfield,279 N. Eastgate Avenue,Springfield,MO,65802,(417) 512-8939                  ,Angela Bauer     Mgr,"Aug 18, 2021",37.207,-93.224,Missouri
1059,Warrenton,1804 Se Ensign Ln,Warrenton,OR,97146-7339,(503) 338-4103                  ,Ryan Jacobsen     Mgr,"Jul 15, 1993",46.147,-123.914,Oregon
351,Fort Myers,7171 Cypress Lake Dr,Fort Myers,FL,33907-6521,(239) 415-3806                  ,Barry Bland,"Sep 30, 1999",26.545,-81.874,Florida
621,Estero,10088 Gulf Center Dr,Fort Myers,FL,33913-8961,(239) 433-7240                  ,Denise George,"Apr 12, 2007",26.49,-81.786,Florida
354,Naples,6275 Naples Blvd,Naples,FL,34109-2030,(239) 596-6404                  ,Wane Herzog,"Dec 7, 1999",26.22,-81.775,Florida
238,Harrisonburg,1830 Reservoir St,Harrisonburg,VA,22801-8742,(540) 432-8989                  ,Bill Ruggiero,"May 4, 1995",38.428,-78.857,Virginia
1184,Charlottesville,3171 District Ave,Charlottesville,VA,22901-2784,(434) 328-7023                  ,Cindy Harman,"Jul 30, 2015",38.068,-78.49,Virginia
310,Lawrence,605 Rockaway Tpke,Lawrence,NY,11559-1047,(516) 371-2017                  ,Mike Ferraro,"Aug 12, 1993",40.631,-73.739,New York
1215,Oceanside,3705 Hampton Rd,Oceanside,NY,11572-4808,(516) 259-7002                  ,Andy Zepeda,"Aug 23, 2017",40.619,-73.652,New York
237,Melville,625 Broadhollow Rd,Melville,NY,11747-5006,(631) 293-8707                  ,Rob Coope,"Sep 16, 1989",40.758,-73.421,New York
230,Holbrook,125 Beacon Dr,Holbrook,NY,11741-4309,(631) 244-0292                  ,Mike Matukonis,"Aug 14, 1993",40.773,-73.05,New York
1657,Scarborough ME,455 Scarborough Downs Road,Scarborough,ME,04074,(207) 503-9902                  ,Brandon Hemenway,"Nov 17, 2023",43.609,-70.358,Maine
314,Colchester,218 Lower Mountain View Dr,Colchester,VT,05446-5830,(802) 318-2000                  ,Jason Marks,"Aug 25, 1993",44.504,-73.175,Vermont
1665,St John Business Center,8421 St John Industrial Lane,St. Louis,MO,63114,(314) 219-1195                  ,John Kompelien   Mgr,"Oct 24, 2023",38.705,-90.335,Missouri
1488,University City,8685 Olive Blvd,Saint Louis,MO,63132-2503,(314) 219-5300                  ,Jim Enriquez      Mgr,"Oct 25, 2022",38.676,-90.36,Missouri
368,S St Louis,4200 Rusty Rd,Saint Louis,MO,63128-1973,(314) 894-7950                  ,Rob Everitt,"Sep 20, 2002",38.508,-90.339,Missouri
1060,Manchester MO,301 Highlands Blvd Drive,Manchester,MO,63011-4385,(636) 686-7400                  ,Charise Trimnell Mgr,"Nov 17, 2009",38.598,-90.507,Missouri
382,St Peters,200 Costco Way,Saint Peters,MO,63376-4385,(636) 970-4004                  ,Jason Stricklin,"May 8, 2001",38.797,-90.607,Missouri
1089,Chesterfield,1401 Mall Dr,North Chesterfield,VA,23235-4887,(804) 464-9110                  ,Peter Demoleas,"Nov 3, 1990",37.514,-77.605,Virginia
205,W Henrico,9650 W Broad St,Glen Allen,VA,23060-4115,(804) 727-3050                  ,Chad Houston,"Nov 23, 1991",37.642,-77.561,Virginia
340,Fredericksburg,3102 Plank Rd # 600,Fredericksburg,VA,22407-4900,(540) 785-1160                  ,Jon Ward,"Jul 10, 2002",38.29,-77.516,Virginia
247,Newport News,12121 Jefferson Ave,Newport News,VA,23602-6916,(757) 746-2003                  ,Dale Benroth,"Sep 17, 1988",37.106,-76.497,Virginia
626,Potomac Mills,2700 Potomac Mills Circle,Woodbridge,VA,22192-4653,(703) 490-7410                  ,Melvin Harris,"May 5, 2007",38.642,-77.292,Virginia
225,Manassas,10701 Sudley Manor Dr,Manassas,VA,20109-2845,(703) 368-7579                  ,Jill Jordan,"Jun 27, 1992",38.784,-77.517,Virginia
227,Newington,7373 Boston Blvd,Springfield,VA,22153-2805,(703) 912-1203                  ,Tom Gause        Mgr,"Nov 7, 1992",38.74,-77.197,Virginia
202,Norfolk,850 Glenrock Rd,Norfolk,VA,23502-3702,(757) 459-4471                  ,Marc Cibellis,"Nov 19, 1984",36.852,-76.2,Virginia
637,Gypsum,170 Cooley Mesa Rd,Gypsum,CO,81637-9707,(970) 328-7603                  ,Jared Engles,"Oct 20, 2006",39.645,-106.891,Colorado
249,Durham,1510 N Pointe Dr,Durham,NC,27705-3405,(919) 220-2770                  ,Janet Braye,"Nov 30, 2000",36.029,-78.915,North Carolina
1206,Apex,1021 Pine Plaza Dr,Apex,NC,27523-6406,(919) 331-6027                  ,Mike Gandini      Mgr,"Mar 16, 2016",35.747,-78.828,North Carolina
1174,North Brunswick,100 Grand Avenue,North Brunswick,NJ,08902-5026,(732) 509-3905                  ,Paul Hogan,"Jul 24, 2014",40.437,-74.507,New Jersey
1093,Marlboro,18 Route 9 North,Morganville,NJ,07751-1526,(732) 617-4340                  ,Jeff Kenny,"Jul 6, 2011",40.362,-74.303,New Jersey
322,Bridgewater,325 Promenade Blvd,Bridgewater,NJ,08807-3457,(732) 584-1003                  ,Leonard Wohlgemuth,"Aug 24, 1999",40.563,-74.558,New Jersey
323,Edison,205 Vineyard Rd,Edison,NJ,08817-4785,(732) 491-2023                  ,John Cusanelli,"Oct 24, 1987",40.53,-74.376,New Jersey
1166,North Plainfield,1290 Us Highway 22E,North Plainfield,NJ,07060-3518,(908) 546-5666                  ,Gayle Asuncion,"Nov 14, 2013",40.612,-74.459,New Jersey
222,Hazlet,2835 Route 35 N,Hazlet,NJ,07730-1516,(732) 335-3800                  ,John Van Burger,"Dec 7, 1991",40.419,-74.171,New Jersey
1074,Mettawa,25901 Riverwoods Rd,Mettawa,IL,60045-3403,(847) 235-1302                  ,Cherise Schaffner Mgr,"Nov 20, 2010",42.237,-87.903,Illinois
348,Glenview,2900 Patriot Blvd,Glenview,IL,60026-8046,(847) 730-1003                  ,Andrew Zuerner,"Oct 17, 2002",42.109,-87.822,Illinois
1159,Sioux Falls,3700 S Grange Ave,Sioux Falls,SD,57105-6359,(605) 988-9140                  ,Dan Norris,"Oct 3, 2013",43.513,-96.74,South Dakota
360,Charleston,3050 Ashley Town Center Dr,Charleston,SC,29414-5664,(843) 460-2003                  ,James Stafford,"Apr 18, 2001",32.795,-80.036,South Carolina
1319,Mt Pleasant,3525 Park Avenue Blvd,Mount Pleasant,SC,29466-7242,(843) 375-7021                  ,Marcy Redick,"Aug 8, 2018",32.882,-79.77,South Carolina
338,Myrtle Beach,1021 Oak Forest Ln,Myrtle Beach,SC,29577-9795,(843) 839-6604                  ,Johnny Matthews,"Mar 18, 2004",33.706,-78.916,South Carolina
645,Raleigh,2838 Wake Forest Rd,Raleigh,NC,27609-7840,(919) 755-2801                  ,Chris  Manzo,"Oct 25, 2006",35.818,-78.622,North Carolina
1587,Garner,7800 Fayetteville Rd.,Raleigh,NC,27603,(984) 810-5030                  ,Eric Ward,"Nov 17, 2021",35.668,-78.699,North Carolina
1106,Pittsfield Township,771 Airport Blvd,Ann Arbor,MI,48108-3601,(734) 213-8010                  ,Richard Laurin,"Jun 29, 2012",42.231,-83.744,Michigan
1191,Kalamazoo,5100 Century Ave,Kalamazoo,MI,49006-5714,(269) 743-2298                  ,Melanie Petty     Mgr,"Nov 12, 2014",42.272,-85.651,Michigan
95,Tacoma,2219 S 37Th St,Tacoma,WA,98409-7473,(253) 475-5595                  ,Mike O'Hara,"May 24, 1984",47.225,-122.468,Washington
767,Fife Business Center,3900 20Th St E,Fife,WA,98424-1818,(253) 719-1950                  ,Michael Garcia,"Nov 12, 2003",47.238,-122.374,Washington
660,Puyallup,1201 39Th Ave Sw,Puyallup,WA,98373-3803,(253) 445-7543                  ,Jim Reynolds,"Nov 14, 2000",47.156,-122.309,Washington
61,Federal Way,35100 Enchanted Pkwy S,Federal Way,WA,98003-8314,(253) 874-3652                  ,Michael Loveless,"Mar 9, 1989",47.287,-122.31,Washington
1278,Bonney Lake,9801 204Th Ave E,Bonney Lake,WA,98391-6559,(253) 750-8120                  ,Im Cannell,"May 30, 2018",47.167,-122.159,Washington
740,Lacey,1470 Marvin Rd Ne,Lacey,WA,98516-3870,(360) 412-3500                  ,Casey Leneker,"Jul 18, 2006",47.059,-122.761,Washington
1029,Covington WA,27520 Covington Way Se,Covington,WA,98042-9100,(253) 796-1004                  ,Todd Young,"Oct 25, 2008",47.355,-122.121,Washington
623,Royal Palm Beach,11001 Southern Blvd,Royal Palm Beach,FL,33411-4240,(561) 803-8822                  ,Merton Bent,"Apr 13, 2007",26.683,-80.221,Florida
1108,Pharr,1501 W Kelly Ave,Pharr,TX,78577-5031,(956) 354-3900                  ,Antonio Cervantes,"Mar 15, 2012",26.193,-98.202,Texas
1025,Manahawkin,245 Stafford Park Blvd,Stafford Township,NJ,08050-2734,(609) 242-2011                  ,Greg Maniscalco,"May 29, 2008",39.707,-74.288,New Jersey
739,Brick Township,465 Route 70,Brick,NJ,08723-4049,(732) 262-6300                  ,Steve Deaney,"Nov 21, 1992",40.055,-74.157,New Jersey
329,Ocean Township,2361 State Route 66,Ocean,NJ,07712-3961,(732) 481-0023                  ,Derrick Huggins,"Mar 20, 2003",40.233,-74.046,New Jersey
244,East Hanover,156 Sr-10 West,East Hanover,NJ,07936-2107,(973) 602-2000                  ,Mike Liszewski,"Oct 25, 1997",40.812,-74.38,New Jersey
1161,Fort Wayne,5110 Value Dr,Fort Wayne,IN,46808-4048,(260) 481-1100                  ,Kevin Powers     Mgr,"Oct 16, 2013",41.126,-85.158,Indiana
1183,Mishawaka,625 E University Dr,Granger,IN,46530-7381,(574) 401-7004                  ,Matt Alleva       Mgr,"Nov 14, 2014",41.719,-86.172,Indiana
1666,Noblesville,14775 North Pointe Blvd,Noblesville,IN,46060,(463) 238-2013                  ,Taynin Harvey,"Nov 21, 2023",40.004,-86.003,Indiana
1178,Timnath,4705 Weitzel St,Timnath,CO,80547-4703,(970) 416-6115                  ,Rob Reinhardt,"Oct 2, 2014",40.521,-104.99,Colorado
1628,Longmont,205 East Ken Pratt Blvd,Longmont,CO,80501,(303) 827-2534                  ,Jeff Scheidemantle,"May 4, 2023",40.152,-105.085,Colorado
629,Thornton,16375 N. Washington St,Thornton,CO,80023-8907,(303) 474-3247                  ,Jason Boyd,"Feb 21, 2007",39.991,-104.983,Colorado
480,Superior,600 Marshall Rd,Superior,CO,80027-9730,(720) 587-1000                  ,Ryan Ramsey,"Apr 15, 1999",39.959,-105.174,Colorado
440,Westminster CO,6400 W 92Nd Ave,Westminster,CO,80031-2952,(303) 650-1476                  ,Dawn Loucks       Mgr,"Nov 3, 1990",39.862,-105.066,Colorado
1652,NE Denver,4741 N Airport Way,Denver,CO,80239,(303) 957-3500                  ,Randy Graves,"Jul 19, 2023",39.781,-104.796,Colorado
676,Arvada,5195 Wadsworth Blvd,Arvada,CO,80002-4617,(303) 463-3603                  ,Ernie Jensen,"Sep 19, 2001",39.789,-105.083,Colorado
439,Aurora,1471 S Havana St,Aurora,CO,80012-4013,(303) 750-2116                  ,Courtney Umsteadt Mgr,"Nov 3, 1990",39.69,-104.868,Colorado
650,Denver Business Center,400 S Zuni St,Denver,CO,80223-1969,(303) 830-4529                  ,Troy Newberry,"Jun 1, 2016",39.709,-105.014,Colorado
1027,Sheridan,4000 River Point Pkwy,Sheridan,CO,80110-3316,(303) 200-1830                  ,Chris Reynolds,"Aug 21, 2008",39.644,-105.007,Colorado
1085,Melrose Park,8400 W North Ave,Melrose Park,IL,60160-1607,(708) 397-2905                  ,Lynda Calococci,"Nov 17, 2010",41.91,-87.836,Illinois
353,SE Memphis,3775 Hacks Cross Rd,Memphis,TN,38125-2302,(901) 214-0054                  ,Stefan Mannsbart,"Nov 18, 1999",35.046,-89.797,Tennessee
352,NE Memphis,2431 N Germantown Pkwy,Cordova,TN,38016-4494,(901) 214-0003                  ,Chris Cansler,"Nov 18, 1999",35.192,-89.795,Tennessee
185,E Orlando,3333 University Blvd,Winter Park,FL,32792-7428,(407) 681-2119                  ,Kieran Mcclinton,"Dec 8, 1999",28.599,-81.3,Florida
1450,Melbourne,4305 Pineda Causeway,Melbourne,FL,32940,(321) 428-2910                  ,Mike Sinanian,"Dec 9, 2021",28.189,-80.72,Florida
93,Palm Beach Gardens,3250 Northlake Blvd,Palm Beach Gardens,FL,33403-1702,(561) 776-3052                  ,Mark Mann,"May 18, 1989",26.807,-80.088,Florida
418,Fullerton,900 S Harbor Blvd,Fullerton,CA,92832-3025,(714) 738-7521                  ,Carlos Gonzalez,"Nov 1, 1984",33.862,-117.922,California
126,Garden Grove,11000 Garden Grove Blvd,Garden Grove,CA,92843-1206,(714) 638-6308                  ,Jack Vertar,"Jun 25, 1987",33.773,-117.941,California
445,Yorba Linda,22633 Savi Ranch Pkwy,Yorba Linda,CA,92887-4647,(714) 282-6650                  ,Alan Mar,"Nov 1, 1991",33.875,-117.744,California
122,Tustin Ranch,2655 El Camino Real,Tustin,CA,92782-8918,(714) 838-7895                  ,Joanne Dowd,"Oct 1, 1992",33.728,-117.796,California
1001,Tustin,2700 Park Ave,Tustin,CA,92782-2708,(714) 338-1933                  ,Gary Mcelmurry,"Jun 7, 2007",33.699,-117.823,California
943,Westminster Business Center,13225 Beach Blvd,Westminster,CA,92683-9210,(657) 400-7006                  ,Monique Gutierrez Mgr,"Dec 21, 2015",33.769,-117.993,California
411,Fountain Valley,17900 Newhope St,Fountain Valley,CA,92708-5422,(714) 338-2183                  ,Gil D. Cozine,"Aug 15, 1983",33.703,-117.932,California
1110,Huntington Beach,7562 Center Ave,Huntington Beach,CA,92647-3002,(714) 372-7510                  ,Brian Mccutcheon,"May 2, 2012",33.733,-117.996,California
748,Cypress CA,5401 Katella Ave,Cypress,CA,90720-2809,(562) 668-5150                  ,Yin Lawler,"Jul 14, 2005",33.804,-118.039,California
423,Sunnyvale,150 Lawrence Station Rd,Sunnyvale,CA,94086-5309,(408) 730-1892                  ,Tiffany Fuentes,"Jul 1, 1986",37.372,-121.995,California
129,Santa Clara,1601 Coleman Ave,Santa Clara,CA,95050-3122,(408) 567-9000                  ,Maricel P-Esposo,"Dec 6, 1985",37.357,-121.939,California
778,Fremont,43621 Pacific Commons Blvd,Fremont,CA,94538-3809,(510) 897-1092                  ,Sonny Prasad,"May 26, 1988",37.502,-121.973,California
1660,Newark,350 Newpark Mall,Newark,CA,94560,(510) 493-2953                  ,Jose Salas,"Nov 18, 2023",37.526,-121.999,California
1004,NE San Jose,1709 Automation Pkwy,San Jose,CA,95131-1866,(408) 678-2150                  ,German Martinez,"Aug 23, 2007",37.39,-121.884,California
470,Almaden,5301 Almaden Expy,San Jose,CA,95118-3603,(408) 723-0964                  ,David Boggiano,"Jun 1, 1987",37.253,-121.88,California
148,San Jose,2201 Senter Rd,San Jose,CA,95112-2627,(408) 275-0199                  ,Cory Condren,"Nov 28, 1986",37.31,-121.851,California
663,Concord,2400 Monument Blvd,Concord,CA,94520-3105,(925) 566-4003                  ,Kirt Di Salvo,"Dec 10, 1986",37.958,-122.033,California
21,Danville,3150 Fostoria Way,Danville,CA,94526-5553,(925) 277-0407                  ,Andreas Paden,"Mar 16, 1989",37.782,-121.973,California
1002,Antioch,2201 Verne Roberts Cir,Antioch,CA,94509-7911,(925) 757-7130                  ,Camille Thomas,"Aug 29, 1991",38.009,-121.836,California
482,Richmond CA,4801 Central Avenue,Richmond,CA,94804-5801,(510) 898-2003                  ,Lamar Bell,"Oct 16, 1986",37.898,-122.321,California
146,Livermore,2800 Independence Dr,Livermore,CA,94551-7628,(925) 443-6306                  ,Michael Maldonado,"Nov 17, 1993",37.703,-121.812,California
132,Vallejo,198 Plaza Dr,Vallejo,CA,94591-3702,(707) 553-6400                  ,Sarah Hintermann,"Dec 7, 1989",38.133,-122.214,California
1390,Murrieta,35875 Warm Springs Parkway,Murrieta,CA,92563,(951) 223-4839                  ,Patty Santos     Mgr,"Aug 5, 2022",33.6,-117.171,California
746,Lake Elsinore,29315 Central Ave,Lake Elsinore,CA,92532-2212,(951) 253-6030                  ,Dean Osborn     X221,"May 5, 2006",33.696,-117.339,California
491,Temecula,26610 Ynez Rd,Temecula,CA,92591-4697,(951) 719-2000                  ,Rob Lemay,"Nov 26, 1991",33.521,-117.155,California
455,Moreno Valley,12700 Day St,Moreno Valley,CA,92553-7521,(951) 697-8900                  ,Ian Kaikko,"Sep 1, 1992",33.935,-117.276,California
432,Corona,480 N Mckinley St,Corona,CA,92879-1291,(951) 279-1190                  ,Rick Battistoni,"Nov 1, 1988",33.886,-117.524,California
1317,Eastvale,5030 Hamner Ave,Eastvale,CA,91752-1009,(951) 749-7182                  ,Brian Rachal,"Jun 28, 2018",33.997,-117.556,California
28,Laguna Niguel,27972 Cabot Rd,Laguna Niguel,CA,92677-1211,(949) 364-0217                  ,Molly Kite,"Mar 1, 1990",33.555,-117.677,California
690,Laguna Marketplace,27220 Heather Ridge Rd,Laguna Niguel,CA,92677-3418,(949) 389-8703                  ,John Cully,"Jun 6, 2002",33.567,-117.711,California
454,Irvine,115 Technology Dr,Irvine,CA,92618-2408,(949) 453-0435                  ,Jami Gallaway,"Nov 14, 1992",33.66,-117.745,California
110,Issaquah,1801 10Th Ave Nw,Issaquah,WA,98027-5384,(425) 313-0965                  ,Michael Walker,"Sep 9, 1994",47.551,-122.052,Washington
233,Pentagon City,1200 S Fern St,Arlington,VA,22202-2862,(703) 413-2324                  ,Sean Mckendry,"Jul 6, 1987",38.861,-77.057,Virginia
1115,Mt Vernon,7940 Richmond Hwy,Alexandria,VA,22306-7826,(571) 458-3500                  ,Sue Trujillo-Cliburn,"Aug 8, 2013",38.742,-77.088,Virginia
204,Fairfax,4725 W Ox Rd,Fairfax,VA,22030-6125,(703) 332-3200                  ,Zade Biberaj,"Nov 28, 1986",38.849,-77.372,Virginia
635,Wilmington,5351 Gingerwood Dr,Wilmington,NC,28405-3091,(910) 798-3250                  ,Vincent Suarez,"Jul 28, 2006",34.248,-77.873,North Carolina
29,Roseville CA,6750 Stanford Ranch Rd,Roseville,CA,95678-1907,(916) 789-1485                  ,Rick Graydon,"Nov 10, 1995",38.78,-121.267,California
1658,Marysville CA,1214 N Beale Rd,Linda,CA,95901,(530) 491-2717                  ,Karie Quezada,"Nov 22, 2023",39.125,-121.571,California
771,Citrus Heights,7000 Auburn Blvd,Citrus Heights,CA,95621-4342,(916) 560-4003                  ,April Chaney,"Dec 13, 2003",38.69,-121.298,California
765,Folsom,1800 Cavitt Dr,Folsom,CA,95630-6235,(916) 850-1000                  ,Kathy Mendoza    Mgr,"May 23, 2003",38.645,-121.11,California
438,Rancho Cordova,11260 White Rock Rd,Rancho Cordova,CA,95742-6571,(916) 724-2240                  ,Rob Ferguson,"Jun 23, 1990",38.588,-121.264,California
893,Sacramento Business Center,3360 El Camino Ave,Sacramento,CA,95821-6308,(916) 426-4560                  ,Blake Johnson,"Jun 4, 2020",38.608,-121.386,California
1674,Natomas,3881 E Commerce Way,Sacramento,CA,95834,(916) 265-9594                  ,Sheli Duppman,"Mar 14, 2024",38.64,-121.522,California
471,Cal Expo (Sacramento),1600 Expo Pkwy,Sacramento,CA,95815-4228,(916) 830-1078                  ,Robert Grantham,"Aug 6, 1984",38.597,-121.453,California
1003,Woodland,2299 Bronze Star Dr,Woodland,CA,95776-5409,(530) 406-2120                  ,Melannie Ikeda,"Feb 22, 2008",38.672,-121.723,California
464,Sacramento,7981 E Stockton Blvd,Sacramento,CA,95823-9606,(916) 682-3569                  ,Dean Cianfichi,"Dec 1, 1982",38.468,-121.414,California
580,Bedford Park Business Center,7300 S Cicero Ave,Chicago,IL,60629-5817,(708) 552-9010                  ,Todd Gallegos,"Apr 13, 2015",41.759,-87.745,Illinois
1153,North Riverside IL,2500 South Harlem Ave,North Riverside,IL,60546-1415,(708) 853-1017                  ,Jimmy Winterbottom,"Nov 25, 2013",41.844,-87.806,Illinois
121,El Centro,2030 N Imperial Ave,El Centro,CA,92243-1323,(760) 353-2380                  ,Paul Lopez,"May 14, 1992",32.812,-115.573,California
1485,Pooler,200 Mosaic Circle,Pooler,GA,31322,(912) 348-4569                  ,Pauline Wilkins,"Nov 18, 2021",32.081,-81.277,Georgia
627,Fontana,16505 Sierra Lakes Pkwy,Fontana,CA,92336-1256,(909) 770-5639                  ,Sarah Cruz,"Nov 17, 2006",34.138,-117.443,California
678,Rancho Cucamonga,11800 4Th St,Rancho Cucamonga,CA,91730-6129,(909) 581-1703                  ,Adolph Costello,"Oct 1, 1992",34.078,-117.547,California
947,Ontario Business Center,3680 E Guasti Rd,Ontario,CA,91761,(909) 789-1221                  ,Dan Lundberg,"Aug 6, 2020",34.064,-117.573,California
686,Montclair,9404 Central Ave,Montclair,CA,91763-2421,(909) 575-5004                  ,Joe Gaytan,"Dec 11, 2001",34.083,-117.69,California
473,Chino Hills,13111 Peyton Dr,Chino Hills,CA,91709-6002,(909) 464-2900                  ,Greg Liberto,"Nov 1, 1985",34.015,-117.742,California
1015,San Dimas,520 N Lone Hill Ave,San Dimas,CA,91773-1725,(909) 962-5507                  ,Caroline Cansino,"May 16, 2008",34.112,-117.827,California
1033,Pocatello,305 W Quinn Rd,Pocatello,ID,83201-4988,(208) 238-4040                  ,Shawn Allen,"Oct 23, 2008",42.905,-112.455,Idaho
1633,Logan,1160 N 1000 W,Logan,UT,84321,(435) 915-4214                  ,Jared Andreasen,"Nov 18, 2022",41.752,-111.857,Utah
145,Twin Falls,731 Pole Line Rd,Twin Falls,ID,83301-3036,(208) 736-1550                  ,Aaron Lahnum,"Jul 20, 1993",42.593,-114.464,Idaho
770,South Ogden,3656 Wall Ave,Ogden,UT,84405-7101,(801) 317-3953                  ,Shannon Lloyd,"Nov 18, 2003",41.196,-111.978,Utah
735,Bountiful,573 W 100 N,West Bountiful,UT,84010-7018,(801) 299-3940                  ,Kamela August,"Nov 22, 2005",40.89,-111.895,Utah
113,Salt Lake City,1818 S 300 W,Salt Lake City,UT,84115-1805,(801) 485-9715                  ,Cd Fackrell,"Dec 2, 1995",40.731,-111.902,Utah
622,West Valley,3747 S 2700 W,Salt Lake City,UT,84119-3721,(801) 996-9008                  ,Robbie Denton,"Aug 3, 2007",40.69,-111.954,Utah
764,Murray,5201 S Intermountain Dr,Murray,UT,84107-6024,(801) 290-4200                  ,Chad Efnor        Mgr,"Jan 12, 1984",40.658,-111.89,Utah
1019,South Jordan,3571 W 10400 S,South Jordan,UT,84095-7173,(801) 523-5287                  ,Phil Owens,"Aug 28, 2014",40.56,-111.975,Utah
403,Santee,101 Town Center Pkwy,Santee,CA,92071-5802,(619) 562-3227                  ,Aaron Campbell,"Sep 1, 1979",32.841,-116.988,California
469,La Mesa,8125 Fletcher Pkwy,La Mesa,CA,91942-2934,(619) 667-8504                  ,Bobby Radovich,"Nov 19, 1992",32.774,-117.024,California
775,Poway,12155 Tech Center Dr,Poway,CA,92064-7156,(858) 848-2451                  ,Vonnie Steed,"Jul 23, 2004",32.937,-117.033,California
460,Rancho Del Rey,895 E H St,Chula Vista,CA,91910-7807,(619) 656-0826                  ,Adam Kumre,"Jan 13, 1994",32.638,-117.023,California
452,Carmel Mountain,12350 Carmel Mountain Rd,San Diego,CA,92128-4616,(858) 675-0379                  ,Kevin Perreira,"Oct 23, 1992",32.987,-117.078,California
781,Chula Vista,1130 Broadway,Chula Vista,CA,91911-2707,(619) 205-1501                  ,Joanne Villa,"Oct 1, 1981",32.608,-117.083,California
483,SE San Diego,650 Gateway Center Dr,San Diego,CA,92102-4530,(619) 358-2303                  ,Veronica Lara,"Nov 22, 1999",32.713,-117.116,California
1343,Meridian,3403 W. Chinden Blvd,Meridian,ID,83646,(986) 200-4136                  ,Rich Graber,"Oct 30, 2020",43.661,-116.436,Idaho
112,Wenatchee,375 Highline Dr,East Wenatchee,WA,98802-5344,(509) 886-0593                  ,Gabriel Mendoza,"Jun 23, 1995",47.401,-120.281,Washington
1013,Union Gap,2310 Longfibre Rd,Union Gap,WA,98903-1513,(509) 454-5242                  ,Kari Luft,"Nov 14, 1990",46.563,-120.5,Washington
1107,Chicago South Loop,1430 S Ashland Ave,Chicago,IL,60608-2040,(312) 492-3609                  ,Jonathan Taub,"Jun 28, 2012",41.863,-87.668,Illinois
