store_name,street,city,state,zip,phone,longitude,latitude,province,timezone,temp_closed,reopen_date,store_open_date,coming_soon,start_date,end_date,hybrid_stores,temporarily_closed,state_name,brand,updated
FAMILY DOLLAR #12358,3107 34th St.,Lubbock,TX,79413,806-370-9546,-101.88257,33.56279,,America/Chicago,N,,05/30/2019 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12098,1513 82nd St.,Lubbock,TX,79423,806-370-4273,-101.852715,33.51961,,America/Chicago,N,,06/28/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2542,5302 Avenue Q,Lubbock,TX,79412-2733,806-401-8998,-101.855961,33.545438,,America/Chicago,N,,02/03/1995 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12228,4310 Illinois Ave,Midland,TX,79703,432-203-4131,-102.13104036,31.98912015,,America/Chicago,N,,11/20/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #5053,1905 34th St,Lubbock,TX,79411-1829,806-503-7648,-101.858306,33.562696,,America/Chicago,N,,05/09/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #6765,"1024 Andrews Hwy, Ste D",Midland,TX,79701-3813,432-253-8629,-102.11252673,32.00283859,,America/Chicago,N,,04/21/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2223,3303 W Illinois Ave,Midland,TX,79703-6232,432-253-0341,-102.117956,31.9901905,,America/Chicago,N,,08/18/1993 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12399,3000 N Lamesa Rd,Midland,TX,79705,432-203-3473,-102.074104,32.02936,,America/Chicago,N,,09/26/2019 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #10050,304 50th St.,Lubbock,TX,79404,806-503-7694,-101.838178,33.549162,,America/Chicago,N,,03/14/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2314,1801 N Big Spring St,Midland,TX,79705-8816,432-203-2012,-102.0795414,32.01520756,,America/Chicago,N,,12/15/1993 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12337,3100 Antelope Trail,Midland,TX,79706,432-203-3076,-102.14229,31.94491,,America/Chicago,N,,01/30/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2346,2107 Rankin Hwy,Midland,TX,79701-1804,432-203-9352,-102.074863,31.9764205,,America/Chicago,N,,02/23/1994 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2522,1002 S Eddy St,Pecos,TX,79772-3702,432-287-0072,-103.4999,31.416059,,America/Chicago,N,,09/21/1994 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #13913,7275 Fm 307,Midland,TX,79706,432-203-5283,-101.956189,32.014042,,America/Chicago,N,,02/01/2024 00:00:00,N,,,Y,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #4375,1505 W Division St,Slaton,TX,79364-3634,806-401-8016,-101.659682,33.433525,,America/Chicago,N,,03/29/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #13317,1215 N. Hwy 137,Stanton,TX,79782,432-237-0308,-101.805565,32.135841,,America/Chicago,N,,10/20/2022 00:00:00,N,,,Y,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #11823,511 S. Gregg Street,Big Spring,TX,79720-2439,432-271-5311,-101.4773,32.2491,,America/Chicago,N,,01/29/2017 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2495,710 S Gaston St,Crane,TX,79731-2619,432-247-6581,-102.350255,31.396159,,America/Chicago,N,,08/17/1994 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #3106,2112 E Fm 700,Big Spring,TX,79720,432-606-6069,-101.44746396,32.24224454,,America/Chicago,N,,06/26/1997 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12522,107 N Burleson Avenue,Mccamey,TX,79752,432-652-0046,-102.22539,31.137983,,America/Chicago,N,,10/29/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #5558,221 W Dickinson Blvd,Fort Stockton,TX,79735-4305,432-299-6176,-102.881037,30.89321,,America/Chicago,N,,01/30/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #4559,1814 Varsity Square Ctr,Snyder,TX,79549-4125,325-515-6263,-100.918163,32.710847,,America/Chicago,N,,02/22/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12856,300 S Cypress St,Van Horn,TX,79855,432-207-3127,-104.833984,31.039268,,America/Chicago,N,,05/26/2022 00:00:00,N,,,Y,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #3371,402 Hickory Street,Colorado City,TX,79512,325-750-4113,-100.8615818,32.39099455,,America/Chicago,N,,03/19/1998 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #10673,800 4th St,Sterling City,TX,76951,432-225-0096,-100.990782,31.836847,,America/Chicago,N,,12/19/2013 00:00:00,N,2021-09-05T23:59:59,2021-09-16T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #10487,107 E Musquiz Drive,Fort Davis,TX,79734,432-249-6010,-103.893703,30.587603,,America/Chicago,N,,08/01/2013 00:00:00,N,2021-09-05T23:59:59,2021-09-16T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #11554,300 E 6th Street,Iraan,TX,79744,432-299-0720,-101.89526,30.913853,,America/Chicago,N,,08/20/2015 00:00:00,N,2021-09-05T23:59:59,2021-09-16T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12588,1326 East Us Highway 67,Big Lake,TX,76932,325-268-8421,-101.44695,31.190926,,America/Chicago,N,,01/28/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #3084,203 E Avenue E,Alpine,TX,79830-4727,432-538-6121,-103.660502,30.359103,,America/Chicago,N,,05/16/1997 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2959,500 E Broadway St,Sweetwater,TX,79556-4624,325-439-7832,-100.403214,32.471781,,America/Chicago,N,,11/08/1996 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #10638,700 Commerce St,Robert Lee,TX,76945,432-225-0103,-100.48428,31.892876,,America/Chicago,N,,01/30/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #11101,301 N Broadway Street,Mertzon,TX,76941,325-276-6582,-100.8174872,31.25999759,,America/Chicago,N,,08/21/2014 00:00:00,N,2021-09-19T23:59:59,2021-09-30T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12150,2014 Junius St,San Angelo,TX,76901,682-394-4184,-100.47292,31.468138,,America/Chicago,N,,06/21/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #4023,3013 N Chadbourne St,San Angelo,TX,76903-2345,325-716-4671,-100.455746,31.49075,,America/Chicago,N,,01/27/2000 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2887,201 Kent St,Merkel,TX,79536-3613,325-271-6637,-100.012874,32.472035,,America/Chicago,N,,07/05/1996 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #13177,908 11th St,Ozona,TX,76943,432-203-0979,-101.20654,30.7108,,America/Chicago,N,,09/22/2022 00:00:00,N,,,Y,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #4945,3578 Knickerbocker Rd.,San Angelo,TX,76904,325-716-4580,-100.473123,31.419168,,America/Chicago,N,,01/24/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #8305,315 Koberlin St,San Angelo,TX,76903-3611,325-266-0881,-100.43154864,31.46756658,,America/Chicago,N,,10/07/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #5976,8 W Ave L,San Angelo,TX,76903,325-276-6558,-100.435131,31.44535,,America/Chicago,N,,01/29/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #13598,650 Arnold Blvd.,Abilene,TX,79605,325-261-7551,-99.809509,32.445714,,America/Chicago,N,,08/17/2023 00:00:00,N,,,Y,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #9145,5201 Texas Avenue,Abilene,TX,79605-5415,325-307-6958,-99.790989,32.4233,,America/Chicago,N,,11/01/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12050,138 S. Pioneer,Abilene,TX,79605-1517,325-238-6822,-99.77961,32.45051,,America/Chicago,N,,01/05/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #1722,1210 N Mockingbird Ln,Abilene,TX,79603-4706,325-298-0006,-99.759368,32.464494,,America/Chicago,N,,12/01/1993 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #3635,866 Grape Street,Abilene,TX,79601-4045,325-274-2266,-99.741234,32.459403,,America/Chicago,N,,01/07/1999 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12067,4550 Us Hwy. 83,Tuscola,TX,79562,325-266-8110,-99.79548,32.21502,,America/Chicago,N,,03/15/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12740,1402 Butternut St,Abilene,TX,79602,325-307-6211,-99.738945,32.43175,,America/Chicago,N,,12/09/2021 00:00:00,N,,,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #9230,850 Ambler Avenue,Abilene,TX,79601-1928,325-999-0872,-99.729862,32.474863,,America/Chicago,N,,11/29/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12854,831 N Judge Ely Blvd,Abilene,TX,79601,325-298-0014,-99.704704,32.458252,,America/Chicago,N,,01/27/2022 00:00:00,N,,,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #4526,700 Sutton St,Sonora,TX,76950-2418,325-413-6050,-100.650086,30.574505,,America/Chicago,N,,03/01/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #6000,113 S Access Rd,Clyde,TX,79510,325-999-0991,-99.496304,32.412195,,America/Chicago,N,,11/26/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #2553,400 O'Reilly St,Presidio,TX,79845-3188,432-606-6298,-104.375559,29.560387,,America/Chicago,N,,03/17/1995 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #10763,101 E Broadway Street,Eden,TX,76837-3024,325-718-4931,-99.842405,31.215852,,America/Chicago,N,,01/16/2014 00:00:00,N,2021-10-10T23:59:59,2021-10-21T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #12648,711 S Main Street,Seymour,TX,76380-3011,940-448-1013,-99.25941,33.58148,,America/Chicago,N,,05/28/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #9161,2217 S Commercial Avenue,Coleman,TX,76834,325-999-1361,-99.423602,31.812563,,America/Chicago,N,,07/12/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #11341,401 Ellis Street,Menard,TX,76859,325-880-6000,-99.78714,30.913998,,America/Chicago,N,,05/07/2015 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Texas,Family Dollar,2024-06-05
FAMILY DOLLAR #3404,24 Route 31,Lyons,NY,14489,315-871-2022,-77.002995,43.059139,,America/New_York,N,,08/13/1998 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #9089,274 Main St.,Phelps,NY,14532,585-649-0621,-77.07651,42.963173,,America/New_York,N,,09/13/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #2559,68 West Main Street,Sodus,NY,14551,315-812-1068,-77.06637662,43.23635081,,America/New_York,N,,06/23/1995 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #2634,346 Exchange St,Geneva,NY,14456,315-230-5267,-76.981273,42.869823,,America/New_York,N,,08/23/1996 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #12525,175 N Winton Road,Rochester,NY,14610,580-786-0984,-77.55449,43.14804,,America/New_York,N,,08/27/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #4744,338 Waring Rd,Rochester,NY,14609-2525,585-666-9904,-77.56601791,43.18504838,,America/New_York,N,,05/24/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #1806,836 Goodman St N,Rochester,NY,14609-4606,585-649-0401,-77.578259,43.169473,,America/New_York,N,,08/15/1990 00:00:00,N,2021-09-19T23:59:59,2021-09-30T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #4837,2199 E Henrietta Rd,Rochester,NY,14623-4505,585-486-8862,-77.609207,43.073105,,America/New_York,N,,08/02/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #5054,1380 Norton St,Rochester,NY,14621-3936,585-649-0925,-77.58513991,43.18795118,,America/New_York,N,,05/30/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #6259,189 Portland Ave,Rochester,NY,14605-2271,585-270-0047,-77.595616,43.169624,,America/New_York,N,,07/01/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #3773,1060 Ridge Rd E,Rochester,NY,14621-1902,585-649-0921,-77.589233,43.198196,,America/New_York,N,,06/17/1999 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #8663,1653 Mt. Hope Ave.,Rochester,NY,14620,585-649-0865,-77.621852,43.117812,,America/New_York,N,,09/01/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #7155,265 Upper Falls Blvd.,Rochester,NY,14605,585-603-2590,-77.610641,43.168743,,America/New_York,N,,11/23/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #4612,125 W Main St,Honeoye Falls,NY,14472-1103,585-582-4011,-77.601088,42.94989,,America/New_York,N,,08/02/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #12125,1055 North Clinton Ave,Rochester,NY,14621,585-450-3522,-77.61409,43.178528,,America/New_York,N,,04/12/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #9096,295 E Ridge Rd,Rochester,NY,14621-1322,585-613-0986,-77.609728,43.194338,,America/New_York,N,,01/26/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #4952,715 W Main Street,Rochester,NY,14611-2315,585-649-0405,-77.63229,43.15097,,America/New_York,N,,11/29/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #6888,773 Genesee St,Rochester,NY,14611-3836,585-613-0991,-77.636372,43.134697,,America/New_York,N,,06/30/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #11614,215 Lyell Avenue,Rochester,NY,14608-1347,585-649-0181,-77.63036729,43.16438474,,America/New_York,N,,11/23/2016 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #13936,670 Thurston Rd,Rochester,NY,14619,585-649-1121,-77.650669,43.131744,,America/New_York,N,,05/02/2024 00:00:00,N,,,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #12203,706 Dewey Ave,Rochester,NY,14613,585-270-0412,-77.63907652,43.17782346,,America/New_York,N,,11/15/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #5377,569 Lyell Ave,Rochester,NY,14606-1841,585-371-5627,-77.647602,43.163858,,America/New_York,N,,01/30/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #7105,460 West Avenue,Rochester,NY,14611,585-613-0937,-77.651886,43.150975,,America/New_York,N,,08/25/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #6100,239 1/2 Lake St,Penn Yan,NY,14527-1810,315-227-5001,-77.058783,42.654589,,America/New_York,N,,01/29/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #6115,630 Ridge Rd W,Rochester,NY,14615-2833,585-649-0896,-77.643564,43.203513,,America/New_York,N,,02/12/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #1962,1344 Lyell Ave,Rochester,NY,14606-2136,585-270-0322,-77.660929,43.165249,,America/New_York,N,,10/30/1991 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #8538,550 Stone Road,Rochester,NY,14616-4527,585-649-0875,-77.642428,43.223233,,America/New_York,N,,01/20/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #12310,36 Spencerport Road,Rochester,NY,14606-5206,585-649-0933,-77.69176391,43.16753374,,America/New_York,N,,01/17/2019 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #4790,4390 Buffalo Rd,N Chili,NY,14514-1025,585-488-5139,-77.808109,43.120477,,America/New_York,N,,09/06/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #12662,1 Water Street,Dundee,NY,14837,607-678-6091,-76.976456,42.523796,,America/New_York,N,,01/21/2021 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #1711,15 State St E,Mount Morris,NY,14510,716-707-6044,-77.868258,42.729154,,America/New_York,N,,12/07/1989 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #13299,127 W Main St,Le Roy,NY,14482,585-308-0048,-78.00463,42.97689,,America/New_York,N,,10/20/2022 00:00:00,N,,,Y,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #3707,6 Chestnut Ave,Dansville,NY,14437,585-204-2451,-77.69307,42.559185,,America/New_York,N,,11/24/1999 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #13503,124 N Center St,Perry,NY,14530,585-237-8112,-78.004596,42.725936,,America/New_York,N,,10/13/2023 00:00:00,N,,,Y,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #3202,328 W Washington St,Bath,NY,14810-1024,607-622-2639,-77.332219,42.339483,,America/New_York,N,,10/23/1997 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #2805,577 E Main St,Batavia,NY,14020-2741,585-250-7456,-78.164453,42.99627,,America/New_York,N,,07/05/1996 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #1763,164 S Main St,Albion,NY,14411-1601,585-206-1241,-78.194805,43.24202,,America/New_York,N,,03/01/1990 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #2011,6 Park Dr  Ste 101,Hornell,NY,14843-2296,607-590-9005,-77.659569,42.321157,,America/New_York,N,,01/29/1992 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #1687,152 Prospect St,Attica,NY,14011-1128,585-300-2085,-78.275122,42.872349,,America/New_York,N,,09/28/1989 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #5204,1020 Center St  Ste 8,Horseheads,NY,14845-2774,607-846-6181,-76.82569915,42.15704023,,America/New_York,N,,05/30/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #4631,326 Park Ave,Corning,NY,14830-3426,607-438-2042,-77.035839,42.132908,,America/New_York,N,,03/22/2001 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #8178,11322 Maple Ridge Road,Medina,NY,14103,585-318-2102,-78.39175,43.206673,,America/New_York,N,,10/15/2009 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #3392,322 Willim St,Elmira,NY,14901-2830,607-271-5280,-76.80152837,42.0930109,,America/New_York,N,,05/28/1998 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #10194,100 W. Chemung Pl,Elmira,NY,14904-1304,607-846-6287,-76.804882,42.084382,,America/New_York,N,,01/24/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #5066,1141 Broadway St,Elmira,NY,14904-2504,607-271-5135,-76.81775492,42.05760105,,America/New_York,N,,03/14/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #1724,1600 Cedar St,Elmira,NY,14904-2903,607-271-5159,-76.79411809,42.05736702,,America/New_York,N,,10/19/1989 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #11300,58 Main St,Lawrenceville,PA,16929,814-258-2064,-77.127432,41.998653,,America/New_York,N,,11/25/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Pennsylvania,Family Dollar,2024-06-05
FAMILY DOLLAR #7489,2 Main St,Osceola,PA,16942,814-618-7008,-77.335425,41.983727,,America/New_York,N,,10/12/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Pennsylvania,Family Dollar,2024-06-05
FAMILY DOLLAR #5357,378 Main St,Arcade,NY,14009-1119,716-707-6042,-78.457729,42.530924,,America/New_York,N,,08/01/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #3512,460 Bolivar Rd,Wellsville,NY,14895-9303,585-296-0052,-77.96684,42.1279,,America/New_York,N,,03/25/1999 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #13163,24 W. Main St.,Friendship,NY,14739,716-268-6032,-78.13463,42.207127,,America/New_York,N,,09/22/2022 00:00:00,N,,,Y,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #2629,3984 Lockport-Olcott Rd,Lockport,NY,14094-1133,716-514-5024,-78.677913,43.219626,,America/New_York,N,,03/03/1995 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #1965,300 S Transit Street,Lockport,NY,14094,716-251-0431,-78.6955593,43.15828392,,America/New_York,N,,11/20/1991 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
FAMILY DOLLAR #10847,2740 Main Street,Newfane,NY,14108-1206,716-638-0085,-78.70857,43.281852,,America/New_York,N,,01/23/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,New York,Family Dollar,2024-06-05
