location_name,location_number,street,city,state_name,zip,phone,latitude,longitude,open_date,state,brand,updated
Houston - Almeda Mall,1259,12711 Gulf Freeway,Houston,Texas,770344513,2819221523,29.615713,-95.214249,1991-05-20,TX,Olive Garden,2024-03-30
Friendswood - Baybrook Mall,1775,1310 W Bay Area Blvd,Friendswood,Texas,775462637,2814881022,29.539745,-95.144444,1987-04-13,TX,Olive Garden,2024-03-30
Baytown,1853,6744 Garth Road,Baytown,Texas,775219617,2814211939,29.79939,-94.9804,2010-09-06,TX,Olive Garden,2024-03-30
Houston - Generation Park,6413,14231 East Sam Houston Parkway N,Houston,Texas,77044,2814583003,29.92697418,-95.20221347,2018-04-09,TX,Olive Garden,2024-03-30
Pearland,1665,2808 Smith Ranch Road,Pearland,Texas,775845253,7134362813,29.557484,-95.386354,2006-01-30,TX,Olive Garden,2024-03-30
Mansfield Town Center,1870,2031 N. US Highway 287,Mansfield,Texas,760638842,8174736001,32.59783,-97.14934,2011-01-31,TX,Olive Garden,2024-03-30
South Arlington - Cooper & I-20,1368,4604 S. Cooper Street,Arlington,Texas,760175826,8174729733,32.673397,-97.136277,1993-03-29,TX,Olive Garden,2024-03-30
Grand Prairie,6427,3138 S Highway 161,Grand Prairie,Texas,750527685,9723522187,32.69468843,-97.02566959,2019-04-29,TX,Olive Garden,2024-03-30
North Arlington by Six Flags,1821,210 Lincoln Square,Arlington,Texas,760114892,8172750722,32.75871,-97.09998,2010-01-25,TX,Olive Garden,2024-03-30
Burleson Town Center,1616,12870 S. Freeway,Burleson,Texas,760287008,8172955721,32.569667,-97.319914,2003-10-13,TX,Olive Garden,2024-03-30
North Richland Hills - Northeast Mall,1039,8020 Bedford Euless Road,North Richland Hills,Texas,761807162,8175819511,32.833855,-97.207368,1986-12-15,TX,Olive Garden,2024-03-30
Fort Worth - Hulen,1264,4700 SW Loop 820,Fort Worth,Texas,761094419,8173778091,32.682952,-97.39582,1991-04-15,TX,Olive Garden,2024-03-30
Duncanville,1406,639 N. Cockrell Hill,Duncanville,Texas,751163901,9722988871,32.658609,-96.891957,1993-06-28,TX,Olive Garden,2024-03-30
Irving Mall,1119,4001 W Airport Freeway,Irving,Texas,750625935,9722585191,32.837731,-97.004434,1988-08-22,TX,Olive Garden,2024-03-30
Fort Worth - Ridgmar Mall,1041,925 Alta Mere Drive,Fort Worth,Texas,761161530,8177320618,32.746776,-97.436473,1987-05-25,TX,Olive Garden,2024-03-30
East Kissimmee - near Old Town,1005,5021 W. Irlo Bronson Memorial Hwy,Kissimmee,Florida,347465344,4073961680,28.333699,-81.48466,1985-08-05,FL,Olive Garden,2024-03-30
Westminster MD - Gorsuch Rd - Rt 140,1522,500 Gorsuch Rd,Westminster,Maryland,211576530,4108710841,39.568687,-76.979477,1998-04-20,MD,Olive Garden,2024-03-30
Joplin,1472,3031 E Hammonds Blvd,Joplin,Missouri,648042642,4177827295,37.049616,-94.477687,1995-01-09,MO,Olive Garden,2024-03-30
Rogers,1726,1716 South 46th Street,Rogers,Arkansas,727588077,4796318480,36.315698,-94.183583,2007-08-06,AR,Olive Garden,2024-03-30
Springfield MO - S Glenstone Ave,1145,3105 Glenstone Avenue,Springfield,Missouri,658044403,4178863188,37.157354,-93.263407,1989-04-24,MO,Olive Garden,2024-03-30
Branson,1447,3790 W 76 Country Blvd,Branson,Missouri,656163558,4173375811,36.650591,-93.290179,1994-05-16,MO,Olive Garden,2024-03-30
Owasso,1778,9072 N 121st East Ave,Owasso,Oklahoma,740555358,9182721436,36.292518,-95.839812,2008-12-08,OK,Olive Garden,2024-03-30
Catoosa Hills,6439,19731 Robson Road,Catoosa,Oklahoma,74015,9183790932,36.16441179,-95.75817189,2019-09-02,OK,Olive Garden,2024-03-30
Broken Arrow,1812,1301 E Hillside Dr,Broken Arrow,Oklahoma,740122389,9183552738,36.064343,-95.775177,2009-05-25,OK,Olive Garden,2024-03-30
Muskogee OK - N 32nd Street,6503,3141 W Shawnee Bypass,Muskogee,Oklahoma,74401,5392181114,35.76903,-95.40082,2024-06-24,OK,Olive Garden,2024-03-30
York,1137,1340 Kenneth Road,York,Pennsylvania,174042282,7178452264,39.97363,-76.764642,1989-03-06,PA,Olive Garden,2024-03-30
Lancaster - Park City Mall,1383,910 Plaza Blvd,Lancaster,Pennsylvania,176012740,7172992202,40.066775,-76.344594,1993-02-15,PA,Olive Garden,2024-03-30
Harrisburg - Colonial Commons,1310,5102 Jonestown Road,Harrisburg,Pennsylvania,171122923,7175409904,40.3111,-76.802594,1991-12-09,PA,Olive Garden,2024-03-30
Hanover PA,1885,10 Wilson Ave,Hanover,Pennsylvania,173315249,7176308338,39.82879,-76.99947,2011-09-19,PA,Olive Garden,2024-03-30
Lancaster - Rockvale Outlets,1742,35 S. Willowdale Drive,Lancaster,Pennsylvania,176021497,7173923235,40.022096,-76.193354,2008-06-02,PA,Olive Garden,2024-03-30
Mechanicsburg - Silver Spring Commons,1471,6520 Carlisle Pike,Mechanicsburg,Pennsylvania,170505251,7177961140,40.246743,-77.027276,1995-01-09,PA,Olive Garden,2024-03-30
Wyomissing,1525,1700 Crossing Drive,Wyomissing,Pennsylvania,196101241,6103731311,40.346952,-75.966861,1998-05-11,PA,Olive Garden,2024-03-30
Downingtown - Quarry Crossings,1857,101 Quarry Road,Downingtown,Pennsylvania,193353419,6105186323,40.0171,-75.67296,2011-05-09,PA,Olive Garden,2024-03-30
Foxboro - Gillette Stadium,1808,392 Patriot Place South,Foxboro,Massachusetts,020355102,5085433967,42.086009,-71.271386,2009-04-20,MA,Olive Garden,2024-03-30
Plymouth - Colony Place,1730,102 Colony Place Rd,Plymouth,Massachusetts,023607233,5087465043,41.954475,-70.714303,2007-08-20,MA,Olive Garden,2024-03-30
Stroudsburg,1796,600 Shoppes At Stroud,Stroudsburg,Pennsylvania,18360,5704769324,40.98789,-75.23322,2009-03-23,PA,Olive Garden,2024-03-30
Easton - Pennsylvania,1474,50 Kunkle Dr.,Easton,Pennsylvania,180452662,6105151722,40.685178,-75.253367,1995-02-06,PA,Olive Garden,2024-03-30
Whitehall,1425,715 Grape St,Whitehall,Pennsylvania,180525206,6102666777,40.635507,-75.476066,1993-11-08,PA,Olive Garden,2024-03-30
Surprise,1627,13379 West Grand Ave,Surprise,Arizona,853744070,6239756774,33.638072,-112.350454,2004-05-17,AZ,Olive Garden,2024-03-30
Peoria - Arrowhead Towne Center,1491,7889 W Bell Rd.,Peoria,Arizona,853823803,6234124955,33.637698,-112.227924,1995-05-22,AZ,Olive Garden,2024-03-30
Glendale - Westgate Entertainment District,6405,6970 North 95th Ave,Glendale,Arizona,853052487,6238720003,33.5367656,-112.26473447,2018-01-29,AZ,Olive Garden,2024-03-30
Goodyear - Centerpointe Mall,1773,15411 W. McDowell Road,Goodyear,Arizona,853952525,6235362035,33.46412,-112.390554,2009-01-26,AZ,Olive Garden,2024-03-30
Phoenix - Desert Sky,1718,2626 N. 75th Avenue,Phoenix,Arizona,850351210,6238450477,33.477551,-112.221182,1990-10-29,AZ,Olive Garden,2024-03-30
Phoenix - Metro Center,4410,2710 W. North Lane,Phoenix,Arizona,850511519,6029431502,33.58127988,-112.11816039,1986-04-07,AZ,Olive Garden,2024-03-30
Phoenix - Happy Valley Town Center,1715,2501 W. Happy Valley Road,Phoenix,Arizona,850853701,6234344664,33.712064,-112.11398,2007-08-13,AZ,Olive Garden,2024-03-30
Phoenix - Christown Spectrum,6421,1617 W Bethany Home Road,Phoenix,Arizona,850152507,6028411036,33.52369275,-112.09414,2019-02-25,AZ,Olive Garden,2024-03-30
Scottsdale - E Cactus Rd,1234,4868 E Cactus Road,Scottsdale,Arizona,852544180,6024944327,33.598044,-111.9764,1990-12-10,AZ,Olive Garden,2024-03-30
Tempe - W. Elliot Rd,1488,1010 W. Elliot Rd.,Tempe,Arizona,852841115,4807770032,33.349662,-111.955053,1995-05-15,AZ,Olive Garden,2024-03-30
Salisbury - Wallace Commons,1792,1425 Klumac Road,Salisbury,North Carolina,281479087,7046336198,35.636978,-80.488764,2009-02-16,NC,Olive Garden,2024-03-30
Wilkesboro - US Highway 421N,5817,1852 US Highway 421,Wilkesboro,North Carolina,286972278,3368380337,36.15051382,-81.20142627,2013-04-29,NC,Olive Garden,2024-03-30
Winston Salem - Hanes Mall,1270,170 Hanes Mall Circle,Winston-Salem,North Carolina,271033094,3367659008,36.06738,-80.303761,1991-05-13,NC,Olive Garden,2024-03-30
Bloomington - Eastland Mall,1414,1701 E. Empire St.,Bloomington,Illinois,617043532,3096637375,40.486559,-88.951769,1993-09-20,IL,Olive Garden,2024-03-30
Decatur - Mound Center,1709,3795 N Water St,Decatur,Illinois,625261858,2178777470,39.890959,-88.955997,2007-03-19,IL,Olive Garden,2024-03-30
Peoria - Willow Knolls Court,1434,3915 W War Memorial Dr,Peoria,Illinois,616152550,3096915975,40.771252,-89.654353,1994-02-14,IL,Olive Garden,2024-03-30
Champaign,1176,30 East Anthony Drive,Champaign,Illinois,618207802,2173516339,40.135857,-88.241166,1989-10-30,IL,Olive Garden,2024-03-30
Peru Market Place,4424,5223 US Hwy 251,Peru,Illinois,61354,8152200903,41.36927136,-89.12502984,2012-03-26,IL,Olive Garden,2024-03-30
Temple,1771,3625 South General Bruce Dr,Temple,Texas,765046332,2547741266,31.090335,-97.385009,2008-08-11,TX,Olive Garden,2024-03-30
Killeen,1571,2811 E. Central Texas Expwy,Killeen,Texas,765435305,2546992709,31.08696,-97.709274,1992-04-27,TX,Olive Garden,2024-03-30
Waco - Richland Mall,1222,5921 W Waco Drive,Waco,Texas,767106356,2547511667,31.514612,-97.187346,1990-05-14,TX,Olive Garden,2024-03-30
Georgetown - Wolf Crossing,6432,1401 South I-35,Georgetown,Texas,786265419,5126884235,30.63057334,-97.69077647,2019-12-02,TX,Olive Garden,2024-03-30
Round Rock - La Frontera Shopping Center,1566,100 Sundance Pkwy,Round Rock,Texas,786817922,5123418433,30.484256,-97.676388,2002-03-25,TX,Olive Garden,2024-03-30
Austin - Lakeline Mall,1537,12827 Ranch Rd 620 N,Austin,Texas,787501219,5129189460,30.465935,-97.802003,2002-09-03,TX,Olive Garden,2024-03-30
Austin - Burnet Rd,1044,8833 Burnet Road,Austin,Texas,787577009,5124590701,30.37149,-97.726145,1987-01-12,TX,Olive Garden,2024-03-30
Austin - South Lamar Blvd,1046,3940 S Lamar Blvd,Austin,Texas,787047902,5124400131,30.23713,-97.792259,1987-02-16,TX,Olive Garden,2024-03-30
College Station,1655,510 Earl Rudder Freeway South,College Station,Texas,778402535,9798464637,30.64197731,-96.31332768,1993-03-08,TX,Olive Garden,2024-03-30
San Marcos,4495,1305 S  I-35,San Marcos,Texas,786667736,5123925331,29.86619538,-97.94122412,2017-04-03,TX,Olive Garden,2024-03-30
Waterloo - Cross Roads Mall,1489,1315 E. San Marnan Dr,Waterloo,Iowa,507024334,3192356494,42.46253824,-92.33017675,1995-05-22,IA,Olive Garden,2024-03-30
Cedar Rapids - Collins Road,1475,367 Collins Rd.,Cedar Rapids,Iowa,524023118,3193786401,42.027541,-91.635568,1994-12-05,IA,Olive Garden,2024-03-30
Coralville Ridge Mall,1559,930 25th Avenue,Coralville,Iowa,522411225,3193399100,41.686883,-91.603996,2002-02-04,IA,Olive Garden,2024-03-30
Ankeny - Oralabor Road,1832,770 SE Oralabor Rd,Ankeny,Iowa,500219366,5159640511,41.70350664,-93.58696189,2011-01-10,IA,Olive Garden,2024-03-30
Des Moines IA - SE 14th Street,6479,6157 SE 14th Street,Des Moines,Iowa,503201718,5156353593,41.52855,-93.59601,2023-05-22,IA,Olive Garden,2024-03-30
Dubuque - Dodge Street,1516,3350 Dodge St,Dubuque,Iowa,520035275,5635564121,42.491579,-90.715271,1996-05-20,IA,Olive Garden,2024-03-30
West Des Moines - Westown Parkway,1146,3600 Westown Parkway,West Des Moines,Iowa,502661027,5152240824,41.59404,-93.754986,1988-12-12,IA,Olive Garden,2024-03-30
Rochester MN - Hwy 52 N,1600,380 17th Ave. NW,Rochester,Minnesota,559010378,5072888722,44.027563,-92.486799,2002-12-16,MN,Olive Garden,2024-03-30
Onalaska - Valley View Mall,1492,9413 State Rd 16,Onalaska,Wisconsin,546508539,6087830090,43.872244,-91.190911,1995-04-24,WI,Olive Garden,2024-03-30
Davenport - North Park Mall,1144,330 W Kimberly Road,Davenport,Iowa,528065917,5633860504,41.560556,-90.576154,1989-03-06,IA,Olive Garden,2024-03-30
Collegeville - Providence Town Center,1819,1 Town Center Drive,Collegeville,Pennsylvania,194264912,6108318814,40.16492,-75.476824,2009-11-02,PA,Olive Garden,2024-03-30
Lawrenceville - Mercer Mall,1183,3345 Brunswick Pike - Rt 1,Trenton,New Jersey,086482411,6099879207,40.295437,-74.68254,1990-02-12,NJ,Olive Garden,2024-03-30
Dalton - W Walnut Ave,6491,1430 West Walnut Ave,Dalton,Georgia,307214246,7064593304,34.76123,-84.99848,2023-09-25,GA,Olive Garden,2024-03-30
Chattanooga - Hamilton Place Mall,1104,2200 Hamilton Place Blvd,Chattanooga,Tennessee,374216021,4238997707,35.036939,-85.156769,1988-06-06,TN,Olive Garden,2024-03-30
"Cleveland, TN",1893,4499 Keith St. NW,Cleveland,Tennessee,373124820,4233393330,35.20116779,-84.84656849,2011-11-28,TN,Olive Garden,2024-03-30
Canton - Georgia,1798,2040 Cumming Highway,Canton,Georgia,301158071,7707046665,34.23618454,-84.45416588,2009-04-06,GA,Olive Garden,2024-03-30
Hixson,1690,5525 Highway 153,Hixson,Tennessee,373433748,4238777704,35.145584,-85.249899,2006-04-24,TN,Olive Garden,2024-03-30
Rome,1729,789 Turner Mccall Blvd. NE,Rome,Georgia,301612719,7062355757,34.261246,-85.170036,2007-08-06,GA,Olive Garden,2024-03-30
Dawsonville,6425,15 Wallace Blvd,Dawsonville,Georgia,305340112,7065257199,34.35303348,-84.04828196,2019-11-13,GA,Olive Garden,2024-03-30
Kennesaw,1152,429 Barrett Pkwy,Kennesaw,Georgia,301444959,7704243668,34.012239,-84.563004,1989-05-01,GA,Olive Garden,2024-03-30
Gainesville - Dawsonville Hwy,1881,1175 Dawsonville Hwy NW,Gainesville,Georgia,305012601,7705343530,34.30268879,-83.85978712,2011-06-20,GA,Olive Garden,2024-03-30
Westminster CO - Downtown,1417,5551 W 88th Ave,Westminster,Colorado,800313003,3036500889,39.856983,-105.057612,1993-11-08,CO,Olive Garden,2024-03-30
Thornton,1593,1151 East 120th Ave,Thornton,Colorado,802335712,3034509528,39.914381,-104.972881,2003-08-04,CO,Olive Garden,2024-03-30
Greeley Mall,1583,2285 Greeley Mall,Greeley,Colorado,806318544,9703533808,40.390333,-104.715229,2002-10-28,CO,Olive Garden,2024-03-30
Grapevine,1497,301 W. State Highway 114,Grapevine,Texas,760514084,8172510222,32.921438,-97.079913,1995-05-08,TX,Olive Garden,2024-03-30
Dallas - I-30 and Westmoreland Rd,6410,3351 Canyon Bluff Blvd,Dallas,Texas,752111201,2143331927,32.76658439,-96.87496856,2018-07-30,TX,Olive Garden,2024-03-30
Dallas - Northwest Highway,1466,10280 E. Technology Blvd,Dallas,Texas,752204325,2149028163,32.862548,-96.895867,1994-10-10,TX,Olive Garden,2024-03-30
Cuyahoga Falls,1076,480 Howe Ave,Cuyahoga Falls,Ohio,442214957,3309282205,41.118624,-81.478315,1988-02-01,OH,Olive Garden,2024-03-30
Akron - Montrose Hwy 18,1087,3924 Medina Road,Akron,Ohio,443332445,3306665313,41.135405,-81.640192,1988-04-04,OH,Olive Garden,2024-03-30
Canton - Ohio,1057,4810 Dressler Road,Canton,Ohio,447182544,3304925313,40.851381,-81.433541,1987-09-21,OH,Olive Garden,2024-03-30
Parma Town Mall,1128,8383 Day Drive,Parma,Ohio,441295610,4408428110,41.380025,-81.742854,1988-12-12,OH,Olive Garden,2024-03-30
Warrensville Heights - Beachwood,1791,26000 Harvard Road,Beachwood,Ohio,441226142,2167650621,41.449059,-81.497099,1990-11-12,OH,Olive Garden,2024-03-30
Middleburg Heights,1073,17500 Bagley Road,Middleburg Heights,Ohio,441302550,4402346845,41.372413,-81.822614,1988-03-07,OH,Olive Garden,2024-03-30
North Olmsted - Great Northern Mall,1133,25984 Lorain Road,North Olmsted,Ohio,440702736,4407340888,41.420938,-81.910051,1988-12-05,OH,Olive Garden,2024-03-30
Niles - Eastwood Mall,1416,5740 Youngstown-Warren Rd,Niles,Ohio,444464708,3306522014,41.209124,-80.748784,1993-09-27,OH,Olive Garden,2024-03-30
Elyria - Midway Mall,1770,1635 West River Road,Elyria,Ohio,440352715,4403243002,41.397501,-82.106476,2008-04-14,OH,Olive Garden,2024-03-30
Mentor - Great Lakes Mall,1530,7740 Mentor Ave,Mentor,Ohio,440605501,4402059247,41.659689,-81.364183,2000-05-22,OH,Olive Garden,2024-03-30
Christiana,1668,1279 New Churchman's Rd,Newark,Delaware,197132149,3027315430,39.690367,-75.662007,2006-04-10,DE,Olive Garden,2024-03-30
Vineland,6419,3880 South Delsea Drive,Vineland,New Jersey,083607453,8568255680,39.43157541,-75.04098246,2019-02-18,NJ,Olive Garden,2024-03-30
Tallahassee,1236,1103 Apalachee Parkway,Tallahassee,Florida,323014541,8508782949,30.437334,-84.266123,1990-10-22,FL,Olive Garden,2024-03-30
Valdosta,1887,1315 N St. Augustine Rd.,Valdosta,Georgia,316013535,2292449990,30.8445234,-83.32911882,2012-01-23,GA,Olive Garden,2024-03-30
Panama City - SR 77,1395,2397 SR 77,Panama City,Florida,324054403,8507694002,30.19166,-85.650321,1993-10-11,FL,Olive Garden,2024-03-30
Dothan,1695,3360 Ross Clark Circle,Dothan,Alabama,363033034,3347928777,31.240692,-85.430043,2006-08-28,AL,Olive Garden,2024-03-30
Tifton,4459,1208 US Highway 82 W,Tifton,Georgia,317938031,2293878990,31.44921534,-83.53305839,2013-03-04,GA,Olive Garden,2024-03-30
Panama City Beach,1774,15701 Panama City Beach Parkway,Panama City Beach,Florida,324135415,8502354225,30.22245263,-85.87003389,2008-09-08,FL,Olive Garden,2024-03-30
Lake City,4442,3072 West US Highway 90,Lake City,Florida,320554730,3867521551,30.17973436,-82.68262645,2013-03-18,FL,Olive Garden,2024-03-30
Destin,1689,34970 Emerald Coast Parkway,Destin,Florida,325413402,8506502307,30.388688,-86.423042,2006-05-15,FL,Olive Garden,2024-03-30
Waycross - Memorial Drive,5814,2497 Memorial Drive,Waycross,Georgia,315036337,9122879192,31.19489538,-82.31984017,2012-09-24,GA,Olive Garden,2024-03-30
Bozeman,4451,1553 N 19th Avenue,Bozeman,Montana,597183648,4065229962,45.69519,-111.063061,2013-01-14,MT,Olive Garden,2024-03-30
Johnson City Mall,1289,1903 N Roan Street,Johnson City,Tennessee,376013115,4239290137,36.335855,-82.373281,1991-09-02,TN,Olive Garden,2024-03-30
Kingsport,1836,1919 N Eastman Road,Kingsport,Tennessee,376604616,4232450344,36.543744,-82.518377,2010-05-03,TN,Olive Garden,2024-03-30
Bristol,4419,320 Market Center,Bristol,Virginia,242025943,2764660518,36.632748,-82.125374,2012-05-07,VA,Olive Garden,2024-03-30
Morristown,6403,2540 E Morris Blvd,Morristown,Tennessee,378131946,4232003774,36.22215433,-83.26137928,2018-03-12,TN,Olive Garden,2024-03-30
Asheville,1467,121 Tunnel Rd,Asheville,North Carolina,288051817,8282559887,35.592668,-82.531594,1994-10-31,NC,Olive Garden,2024-03-30
Arden,4417,400 Airport Rd,Arden,North Carolina,287048531,8286549921,35.44613234,-82.53425897,2012-09-03,NC,Olive Garden,2024-03-30
Sevierville,1662,1570 Parkway,Sevierville,Tennessee,378622847,8659089940,35.835081,-83.572888,2005-07-18,TN,Olive Garden,2024-03-30
Knoxville - West Town Mall,1092,7206 Kingston Pike,Knoxville,Tennessee,379195601,8655847300,35.930141,-84.027889,1988-03-14,TN,Olive Garden,2024-03-30
Sparks - Legends Mall,1785,1481 E Lincoln Way,Sparks,Nevada,894347904,7753569500,39.53394195,-119.71974133,2009-05-25,NV,Olive Garden,2024-03-30
Reno,1085,4900 S Virginia,Reno,Nevada,895026016,7758291500,39.481956,-119.79101,1988-01-18,NV,Olive Garden,2024-03-30
Carson City NV - S Carson St,1878,4253 S Carson Street,Carson City,Nevada,897015562,7758837471,39.12917903,-119.76982922,2011-06-27,NV,Olive Garden,2024-03-30
Folsom,1713,2485 Iron Point Road,Folsom,California,956308710,9169847036,38.645928,-121.118647,2007-04-23,CA,Olive Garden,2024-03-30
Roseville - Across from Galleria Mall,1574,1160 Galleria Blvd.,Roseville,California,956781950,9167836005,38.770871,-121.265153,2002-11-18,CA,Olive Garden,2024-03-30
Citrus Heights,1246,5445 Sunrise Boulevard,Citrus Heights,California,956107806,9169659537,38.66611,-121.27261,1991-02-18,CA,Olive Garden,2024-03-30
Across from Chico Mall,1402,2020 Business Lane,Chico,California,959287603,5308988075,39.725523,-121.806634,1994-01-31,CA,Olive Garden,2024-03-30
Addison,1385,4240 Belt Line Rd,Addison,Texas,750014509,9722399096,32.953932,-96.83833,1993-04-26,TX,Olive Garden,2024-03-30
Dallas - Greenville Ave,1257,9079 Vantage Point Dr,Dallas,Texas,752433581,9722343292,32.916677,-96.745176,1991-02-25,TX,Olive Garden,2024-03-30
Lewisville - Vista Ridge Mall,1212,2418 S Stemmons Parkway,Lewisville,Texas,750678778,9723156202,33.005885,-96.968375,1990-09-03,TX,Olive Garden,2024-03-30
Plano - Collin Creek Mall,1284,700 N Central Expressway,Plano,Texas,750746735,9725788576,33.009952,-96.706997,1991-10-28,TX,Olive Garden,2024-03-30
Garland - LBJ Fwy,6486,13771 LBJ Freeway,Garland,Texas,750414709,2142610535,32.85892,-96.65085,2024-01-22,TX,Olive Garden,2024-03-30
Garland - Firewheel,1673,4840 North George Bush Hwy,Garland,Texas,750402742,9725308102,32.961335,-96.634217,2005-10-31,TX,Olive Garden,2024-03-30
Racine - Regency Mall,1371,6000 Durand Avenue,Racine,Wisconsin,534065016,2625546884,42.697928,-87.853412,1993-02-01,WI,Olive Garden,2024-03-30
Bergen Town Center,4414,1620 Bergen Town Center,Paramus,New Jersey,076525028,2013681090,40.91658799,-74.05825779,2013-01-14,NJ,Olive Garden,2024-03-30
Elmhurst,4443,92-10 59th Avenue,Elmhurst,New York,113735025,7184580549,40.73402962,-73.8686135,2014-10-27,NY,Olive Garden,2024-03-30
"Burlington, Washington",1691,1809 Marketplace Drive,Burlington,Washington,982333205,3607570480,48.451471,-122.338349,2006-07-24,WA,Olive Garden,2024-03-30
Bellingham,1487,4276 Guide Meridian,Bellingham,Washington,982266476,3607336286,48.795502,-122.485185,1995-03-06,WA,Olive Garden,2024-03-30
Langley - Rio Can Centre,4346,20080 Langley Bypass,Langley,N/A,V3A9J7,6045143499,49.113007,-122.666696,2001-09-10,,Olive Garden,2024-03-30
Burlington - Vermont,1520,1025 Shelburne Rd,South Burlington,Vermont,054036940,8028634907,44.440644,-73.210515,1997-08-18,VT,Olive Garden,2024-03-30
Concord - New Hampshire,1444,223 Loudon Rd.,Concord,New Hampshire,033016054,6032286886,43.221839,-71.495864,1994-02-14,NH,Olive Garden,2024-03-30
Sandusky,1654,5205 Milan Road,Sandusky,Ohio,448707135,4196215589,41.40524,-82.66183,2005-03-28,OH,Olive Garden,2024-03-30
Beckley,4418,4289 Robert C. Byrd Drive,Beckley,West Virginia,258012223,3042527536,37.81475869,-81.18703647,2012-10-01,WV,Olive Garden,2024-03-30
Charleston - South Ridge,1620,111 Cross Terrace Blvd,Charleston,West Virginia,253099461,3047463944,38.3175,-81.717521,1994-07-18,WV,Olive Garden,2024-03-30
Barboursville - Huntington Mall,1490,12 Mall Rd.,Barboursville,West Virginia,255041821,3047336481,38.420217,-82.263352,1995-02-27,WV,Olive Garden,2024-03-30
Ashland,6484,500 Winchester Ave,Ashland,Kentucky,411017362,6064713325,38.48372,-82.65263,2023-05-01,KY,Olive Garden,2024-03-30
Parkersburg Mall,1254,109 Grand Central Avenue,Vienna,West Virginia,261054109,3044850096,39.299261,-81.548735,1991-02-11,WV,Olive Garden,2024-03-30
Clarksburg - New Point Plaza,6461,519 Emily Dr,Clarksburg,West Virginia,263015509,3045663344,39.26748,-80.28714,2022-05-23,WV,Olive Garden,2024-03-30
Brooklyn - Gateway Shopping Plaza,1558,505 Gateway Dr,Brooklyn,New York,112392801,7183481071,40.651493,-73.869339,2003-01-27,NY,Olive Garden,2024-03-30
Owensboro,1660,5204 Frederica Street,Owensboro,Kentucky,423017420,2706834848,37.717232,-87.126074,2005-05-23,KY,Olive Garden,2024-03-30
Bowling Green,1842,3220 Scottsville Road,Bowling Green,Kentucky,421046311,2707826050,36.93984,-86.41986,2010-05-03,KY,Olive Garden,2024-03-30
Evansville - Eastland Mall,1022,1100 N Green River Road,Evansville,Indiana,477152423,8124732903,37.986326,-87.493146,1987-03-23,IN,Olive Garden,2024-03-30
State College,1552,1945 Waddle Road,State College,Pennsylvania,168031639,8148611620,40.817085,-77.899109,2001-12-10,PA,Olive Garden,2024-03-30
Altoona,1349,3315 Pleasant Valley Blvd,Altoona,Pennsylvania,166024311,8149499540,40.483507,-78.400507,1992-11-02,PA,Olive Garden,2024-03-30
Williamsport,1519,1825 E Third St,Williamsport,Pennsylvania,177013913,5703219250,41.249751,-76.967241,1997-02-10,PA,Olive Garden,2024-03-30
Bloomsburg,4449,52 Plaza Drive,Bloomsburg,Pennsylvania,178158334,5707842229,41.00978811,-76.48753634,2013-02-04,PA,Olive Garden,2024-03-30
Chambersburg - Walker Road,4439,990 Norland Ave & Walker Road,Chambersburg,Pennsylvania,172014203,7172615592,39.93917,-77.62754,2012-11-19,PA,Olive Garden,2024-03-30
Hagerstown,1719,17410 Valley Mall Road,Hagerstown,Maryland,217406937,3015820408,39.626414,-77.767338,2008-01-14,MD,Olive Garden,2024-03-30
Fort Gratiot - Port Huron,1610,4210 24th Avenue,Fort Gratiot,Michigan,480593880,8103855694,43.031164,-82.455253,2003-11-17,MI,Olive Garden,2024-03-30
Clay,1479,4125 Route 31,Clay,New York,130418757,3156521950,43.18632,-76.228797,1995-04-24,NY,Olive Garden,2024-03-30
Dewitt,1422,3147 Erie Blvd East,Syracuse,New York,132141201,3154491543,43.055334,-76.076354,1993-10-18,NY,Olive Garden,2024-03-30
Boardman - Poland Rd,1273,853 Boardman-Poland Rd,Boardman Township,Ohio,445125116,3307268380,41.023701,-80.636436,1991-08-05,OH,Olive Garden,2024-03-30
Cranberry Township,1629,1716 Route 228,Cranberry Township,Pennsylvania,160665320,7247762622,40.684887,-80.083894,2004-12-06,PA,Olive Garden,2024-03-30
Ft Walton Beach,1274,216 Miracle Strip Pkwy SW,Fort Walton Beach,Florida,325486617,8502441667,30.40517,-86.627337,1991-07-08,FL,Olive Garden,2024-03-30
Pensacola,1060,5037 Bayou Blvd,Pensacola,Florida,325032503,8504776544,30.472617,-87.211528,1987-11-02,FL,Olive Garden,2024-03-30
Spanish Fort,1656,30500-D State Highway 181,Spanish Fort,Alabama,365275821,2516251490,30.669327,-87.851588,2005-03-07,AL,Olive Garden,2024-03-30
Mobile,1055,3701 Airport Blvd,Mobile,Alabama,366081617,2513430467,30.675539,-88.135487,1987-05-18,AL,Olive Garden,2024-03-30
Chillicothe,1743,1417 N Bridge St,Chillicothe,Ohio,456014128,7407725040,39.36462249,-82.97544098,2007-12-17,OH,Olive Garden,2024-03-30
Grove City,1699,1514 Stringtown Rd,Grove City,Ohio,431239743,6142774374,39.878844,-83.038432,2006-09-25,OH,Olive Garden,2024-03-30
Lancaster - River Valley Mall,1509,2093 Schorrway Dr.,Lancaster,Ohio,431308412,7406874409,39.734702,-82.625549,1996-05-06,OH,Olive Garden,2024-03-30
