store_number,store_type,store_name,timezone,latitude,longitude,street,city,state,zip,phone,state_name
722,R,Spalding Corners,-5,33.968577,-84.260731,7736 Spalding Dr,Norcross,GA,30092-4207,7704175155,Georgia
1370,R,Chelsea Crossroads,-6,33.353225,-86.608792,501 Chelsea Xrds,Chelsea,AL,35043-3900,2056785600,Alabama
1251,R,Barrow Crossing,-5,33.943692,-83.75431,916 Loganville Hwy Ste 200,Bethlehem,GA,30620-2145,7703071600,Georgia
495,R,Merton Walk S/C,-5,33.969694,-84.02386,911 Duluth Hwy,Lawrenceville,GA,30043-5320,7703395600,Georgia
155,R,Woodlawn Point,-5,33.977406,-84.414433,1100 Johnson Ferry Rd,Marietta,GA,30068-2794,7705092350,Georgia
409,R,Palmer Ranch,-5,27.228443,-82.491403,8409 S Tamiami Trl,Sarasota,FL,34238-2937,9419254778,Florida
280,R,Piedmont Commons,-5,33.976325,-84.478387,1050 E Piedmont Rd Ste 130,Marietta,GA,30062-4744,7705093980,Georgia
1893,R,Harbins 316,-5,33.968905,-83.88702,952 Harbins Rd,Dacula,GA,30019,7706669280,Georgia
1063,R,New Hope,-5,33.958783,-84.787579,51 E Paulding Dr,Dallas,GA,30157-7190,7705055838,Georgia
726,R,Tree Summit Vlg,-5,33.987821,-84.168473,3870 Peachtree Industrial Blvd,Duluth,GA,30096-1422,7708137465,Georgia
1745,R,East Cobb Crossing,-5,33.986519,-84.425809,4269 Roswell Rd Bldg 100 Ste 108-112,Marietta,GA,30062,7705791620,Georgia
514,R,Dunwoody Place,-5,33.993999,-84.349163,8725 Roswell Rd Ste G,Sandy Springs,GA,30350-7500,7706405950,Georgia
1202,R,Pelham Twn Ctr,-6,33.274747,-86.792359,365 Huntley Pkwy,Pelham,AL,35124-6164,2056200102,Alabama
1391,R,South Park Center,-6,33.563824,-86.267698,2040 Martin St S,Pell City,AL,35128-2326,2053383472,Alabama
1797,R,Palmer Ranch,-5,27.223119,-82.459133,8405 Honore Ave Unit 1,Sarasota,FL,34238,9419240031,Florida
672,R,Sandy Plains Exchg,-5,33.993678,-84.50952,1860 Sandy Plains Rd,Marietta,GA,30066-7833,7705093991,Georgia
863,R,Shops at Huntcrest,-5,33.998481,-84.068195,1030 Old Peachtree Rd NW,Lawrenceville,GA,30043-3308,6783763220,Georgia
769,R,Barrett Parkway,-5,33.993888,-84.599429,1635 Old Highway 41 NW,Kennesaw,GA,30152-4480,7704265299,Georgia
451,R,Athens Pointe S/C,-5,33.940693,-83.455594,3620 Atlanta Hwy,Athens,GA,30606-7219,7062083700,Georgia
585,R,Duluth Station,-5,34.007044,-84.130204,2750 Buford Hwy,Duluth,GA,30096-2867,7706226750,Georgia
480,R,Winder Corners S/C,-5,33.979353,-83.714115,17 Monroe Hwy Ste A,Winder,GA,30680-2494,7703072900,Georgia
1146,R,Georgetown Square,-5,33.924552,-83.342171,1860 Barnett Shoals Rd,Athens,GA,30605-6811,7062276260,Georgia
803,R,Dacula Village,-5,34.003422,-83.912577,720 Dacula Rd,Dacula,GA,30019-7055,7708225959,Georgia
566,R,Brookstone Village,-5,33.997552,-84.70799,1727 Mars Hill Rd NW,Acworth,GA,30101-8090,7702182420,Georgia
1043,R,Kings Market S/C,-5,34.017899,-84.319994,1425 Market Blvd Ste 600,Roswell,GA,30076-6711,7706406035,Georgia
226,R,Medlock Corners,-5,34.018204,-84.187609,5805 State Bridge Rd,Johns Creek,GA,30097-8220,7708137450,Georgia
526,R,Evans Towne Centre,-5,33.533457,-82.127697,4274 Washington Rd,Evans,GA,30809-3070,7066505040,Georgia
469,R,Haynes Bridge Vlg,-5,34.023161,-84.267519,9925 Haynes Bridge Rd,Johns Creek,GA,30022-8532,7707517980,Georgia
548,R,Towne Center Prado,-5,34.016746,-84.549316,50 Barrett Pkwy Ste 1000,Marietta,GA,30066-3344,7704194043,Georgia
1286,R,Riverwood Twn Ctr,-5,33.573548,-82.193333,5119 Washington Rd,Evans,GA,30809-6445,7066501460,Georgia
523,R,Indiavista Center,-5,28.486197,-80.773847,7325 N US Highway 1,Cocoa,FL,32927-5006,3216358560,Florida
86,R,Shallowford,-5,34.028513,-84.421185,4401 Shallowford Rd,Roswell,GA,30075-3193,7706406200,Georgia
1639,R,Shops at Casey Key,-5,27.177091,-82.482119,1350 S. Tamiami Trail,Osprey,FL,34229,9419182647,Florida
1074,R,Crows Corner,-6,33.279976,-86.854063,4730 Highway 17,Helena,AL,35080-3570,2056200199,Alabama
559,R,Cobb Parkway,-5,34.023453,-84.623592,2774 N Cobb Pkwy Ste 201,Kennesaw,GA,30152-3469,7704263240,Georgia
1685,R,Winder Hill,-5,34.009826,-83.706343,401 Gainesville Hwy,Winder,GA,30680,4704296015,Georgia
525,R,National Hills,-5,33.507871,-82.031185,2816 Washington Rd,Augusta,GA,30909-2199,7067315200,Georgia
534,R,Fury's Ferry Plaza,-5,33.530166,-82.073022,403 Furys Ferry Rd,Martinez,GA,30907-9038,7066503360,Georgia
33,R,Highland Plaza,-5,34.038598,-84.463067,3605 Sandy Plains Rd Ste 200,Marietta,GA,30066-3066,7705786000,Georgia
882,R,Vlg at Lee Branch,-6,33.408937,-86.668456,410 Doug Baker Blvd,Hoover,AL,35242-2682,2059817415,Alabama
538,R,Old Peachtree,-5,34.036307,-83.990214,2380 Buford Dr Ste 201,Lawrenceville,GA,30043-7638,7703384560,Georgia
1178,R,Mulberry Village,-5,34.030959,-83.887027,831 Auburn Rd,Dacula,GA,30019-5434,7706822421,Georgia
1687,R,Tattersall Park,-6,33.41998,-86.667653,6219 Tattersall Blvd,Hoover,AL,35242,2059813995,Alabama
615,R,McGinnis Crossing,-5,34.049798,-84.088564,1000 Peachtree Industrial Blvd,Suwanee,GA,30024-6737,7709324300,Georgia
1184,R,Seven Hills,-5,34.029591,-84.778841,80 Seven Hills Blvd,Dallas,GA,30132-0574,7709756786,Georgia
841,R,Southgate Village,-6,33.347033,-86.797352,1944 Montgomery Hwy S,Birmingham,AL,35244-1141,2059873401,Alabama
721,R,Alpharetta Commons,-5,34.05727,-84.235134,4305 State Bridge Rd,Alpharetta,GA,30022-4471,7707517991,Georgia
1091,R,Shakerag S/C,-5,34.057187,-84.128878,7780 McGinnis Ferry Rd,Suwanee,GA,30024-1622,7706220218,Georgia
1838,R,Oak Grove,-5,33.992499,-83.438467,5345 Jefferson Rd,Athens,GA,30606,7624008555,Georgia
838,R,Valleydale Village,-6,33.385885,-86.740604,5188 Caldwell Mill Rd,Hoover,AL,35244-1915,2059807500,Alabama
486,R,N Augusta Plaza,-5,33.495862,-81.962393,334 E Martintown Rd,North Augusta,SC,29841-4261,8034413900,South Carolina
1077,R,Kennesaw Walk,-5,34.049608,-84.610113,2090 Baker Rd NW,Kennesaw,GA,30144-4600,6783318750,Georgia
515,R,Abbotts Vlg/Ocee,-5,34.062197,-84.213212,11585 Jones Bridge Rd Ste 500,Johns Creek,GA,30022-8173,7707514580,Georgia
626,R,Kings Plaza,-5,34.061117,-84.386117,885 Woodstock Rd Ste 100,Roswell,GA,30075-2276,7705524580,Georgia
764,R,Orchard Square,-5,34.055215,-84.553654,4290 Bells Ferry Rd NW,Kennesaw,GA,30144-7140,7705163883,Georgia
1716,R,Beaufort Plaza,-5,32.439669,-80.70342,33 Robert Smalls Pkwy,Beaufort,SC,29906,8434701231,South Carolina
825,R,Mountain Park Plz,-5,34.065722,-84.42297,4750 Alabama Rd NE Ste 107,Roswell,GA,30075-1680,7706450144,Georgia
146,R,Wade Green Village,-5,34.061768,-84.590519,4430 Wade Green Rd NW Ste 100,Kennesaw,GA,30144-1267,7704194030,Georgia
556,R,Alpharetta,-5,34.073189,-84.293763,11800 Haynes Bridge Rd Ste B,Alpharetta,GA,30009-7994,7707524960,Georgia
1414,R,Nokomis Village,-5,27.137002,-82.459191,1091 Tamiami Trl N,Nokomis,FL,34275-2163,9414842606,Florida
1019,R,Village Walk S/C,-5,34.079309,-84.357383,270 Rucker Rd,Alpharetta,GA,30004-4045,7703605591,Georgia
1728,R,Morgan Road Plaza,-6,33.308756,-86.903573,4293 S Shades Crest Rd,Hoover,AL,35244,2054284923,Alabama
565,R,Laurel Springs,-5,34.084357,-84.15917,3245 Peachtree Pkwy Ste A,Suwanee,GA,30024-1097,7708865335,Georgia
569,R,Hamilton Mill,-5,34.074021,-83.915335,2463 Hamilton Mill Pkwy,Dacula,GA,30019-4648,7706141070,Georgia
1096,R,Governors Towne Sq,-5,34.063993,-84.726568,6110 Cedarcrest Rd NW,Acworth,GA,30101-9539,6784393440,Georgia
760,R,Cocoa Commons,-5,28.39519,-80.764938,2301 State Road 524 Ste 150,Cocoa,FL,32926-5822,3216362583,Florida
839,R,Trace Crossings,-6,33.355821,-86.842682,2543 John Hawkins Pkwy,Hoover,AL,35244-3533,2059828506,Alabama
1463,R,Lady's Island,-5,32.412209,-80.65107,61 Ladys Island Dr,Beaufort,SC,29907-1618,8437700026,South Carolina
593,R,Shoppes at Acworth,-5,34.0746,-84.651801,3507 Baker Rd NW Ste 300,Acworth,GA,30101-3706,7709174600,Georgia
1433,R,Plaza Venezia,-5,27.135914,-82.419716,2438 Laurel Rd E,North Venice,FL,34275-3204,9414848426,Florida
1545,R,Patchwork Farms,-6,33.429371,-86.737591,3040 Healthy Way,Vestavia Hills,AL,35243,2059707501,Alabama
1089,R,Flynn Crossing,-5,34.093224,-84.206392,5180 McGinnis Ferry Rd,Alpharetta,GA,30005-1792,7703601025,Georgia
636,R,Centre/Woodstock,-5,34.089661,-84.483986,12165 Highway 92,Woodstock,GA,30188-4298,7705171600,Georgia
1207,R,Hoover Place,-6,33.403558,-86.808383,1584 Montgomery Hwy,Hoover,AL,35216-4524,2058247218,Alabama
1508,R,Village/Moody,-6,33.570054,-86.517609,2200 Village Dr,Moody,AL,35004-3241,2056403230,Alabama
1675,R,Rocky Ridge Square,-6,33.426608,-86.77439,3350 Morgan Dr,Vestavia Hills,AL,35216,2059789842,Alabama
1678,R,Holland Point,-5,34.103276,-83.975454,4108 Hamilton Mill Rd,Buford,GA,30519,7708311054,Georgia
1227,R,Windermere,-5,34.110712,-84.154379,3120 Mathis Airport Pkwy,Suwanee,GA,30024-9128,7707810368,Georgia
1692,R,Mktplace @ The Bray,-6,33.472659,-86.703332,3201 Endeavor Ln,Vestavia Hills,AL,35242,2059675998,Alabama
762,R,Bethany Village,-5,34.116843,-84.271412,13800 Highway 9 N Ste E,Alpharetta,GA,30004-4590,7707510312,Georgia
1085,R,Overton Road,-6,33.46575,-86.732788,3141 Overton Rd,Mountain Brook,AL,35223-2846,2059672188,Alabama
596,R,Sugar Hill Corners,-5,34.118865,-84.074955,5885 Cumming Hwy,Sugar Hill,GA,30518-5765,7706148860,Georgia
108,R,The Vineyards,-5,34.102876,-83.812057,2095 Highway 211 NW,Braselton,GA,30517-3402,6784256200,Georgia
802,R,Venice S/C,-5,27.092075,-82.442461,535 Tamiami Trl S,Venice,FL,34285-2927,9414843346,Florida
1279,R,Friendship Springs,-5,34.110948,-83.877076,7334 Spout Springs Rd,Flowery Branch,GA,30542-5543,7709671249,Georgia
734,R,Venice Commons,-5,27.098292,-82.414837,1445 E Venice Ave,Venice,FL,34292-3064,9414800779,Florida
842,R,Vestavia Hills,-6,33.444695,-86.793363,784 Montgomery Hwy,Vestavia Hills,AL,35216-1800,2058246005,Alabama
893,R,Merritt Island,-5,28.389186,-80.701621,1850 N Courtenay Pkwy,Merritt Island,FL,32953-2629,3219866260,Florida
880,R,East Cherokee,-5,34.130215,-84.499525,6236 Holly Springs Pkwy,Woodstock,GA,30188,7709285530,Georgia
463,R,Rose Creek S/C,-5,34.126798,-84.571088,4403 Towne Lake Pkwy,Woodstock,GA,30189-8132,7705162040,Georgia
1188,R,W Jackson Crossing,-5,34.106776,-83.703712,6055 Highway 124 W,Hoschton,GA,30548-5534,7066545900,Georgia
1215,R,Jacaranda Commons,-5,27.097441,-82.386105,345 Jacaranda Blvd,Venice,FL,34292-2450,9414851037,Florida
1200,R,Tannehill,-6,33.335172,-86.993404,4965 Promenade Pkwy,Bessemer,AL,35022-7304,2054267100,Alabama
1831,R,Cahaba Crossing,-6,33.535588,-86.674648,1288 Grants Mill Rd,Irondale,AL,35210-2112,2059053598,Alabama
706,R,Golden Park Vlg,-5,34.14212,-83.950605,4840 Golden Pkwy,Buford,GA,30518-5843,7706147700,Georgia
757,R,First Merritt S/C,-5,28.355519,-80.697657,125 E Merritt Island Cswy,Merritt Island,FL,32952-3699,3214520288,Florida
1805,R,Rockledge Square,-5,28.328411,-80.71852,1880 US Hwy 1 S,Rockledge,FL,32955-2822,3216313480,Florida
616,R,Midway S/C,-5,34.159579,-84.239605,4900 Atlanta Hwy,Alpharetta,GA,30004-2921,7707544321,Georgia
165,R,Edgemont Town Ctr,-6,33.465292,-86.819631,411 Green Springs Hwy,Homewood,AL,35209-4909,2059441101,Alabama
1627,R,Lakeshore Pavilion,-6,33.423017,-86.888685,2860 Lakeshore Pkwy,Birmingham,AL,35211,2059452741,Alabama
1059,R,Montclair Place,-6,33.52109,-86.731149,1325 Montclair Rd,Birmingham,AL,35210-2205,2059516626,Alabama
1827,R,Gateway Crossing,-5,34.124411,-83.6043,51 Old Farm Rd,Jefferson,GA,30549,7067085216,Georgia
26,R,Cruse Marketplace,-5,34.164003,-84.114448,1735 Buford Hwy,Cumming,GA,30041-1266,7707815601,Georgia
1060,R,Birmingham Village,-5,34.167373,-84.330806,980 Birmingham Rd Ste 100,Alpharetta,GA,30004-4418,7707515543,Georgia
784,R,Rockledge Crossing,-5,28.29349,-80.723819,3820 Murrell Rd,Rockledge,FL,32955-4741,3216360282,Florida
1130,R,Castleberry,-5,34.17436,-84.187155,5475 Bethelview Rd,Cumming,GA,30040-9731,6784551232,Georgia
1398,R,Stadium Corners,-5,28.267984,-80.738905,5380 Stadium Pkwy Ste 100,Rockledge,FL,32955-6001,3214330936,Florida
1769,R,Venice Village,-5,27.050921,-82.393998,4173 S Tamiami Trl,Venice,FL,34293,9414929761,Florida
711,R,Hickory Flat Vlg,-5,34.178024,-84.418162,6175 Hickory Flat Hwy Ste 140,Canton,GA,30115-7210,7703458600,Georgia
694,R,Mkt at Bridgemill,-5,34.178995,-84.548866,3760 Sixes Rd Ste 110,Canton,GA,30114-8194,7703458380,Georgia
844,R,Flowery Branch,-5,34.176578,-83.912261,5900 Spout Springs Rd,Flowery Branch,GA,30542-6448,7709671303,Georgia
519,R,Cumming 400 S/C,-5,34.186652,-84.138815,580 Atlanta Rd,Cumming,GA,30040-2744,7707812040,Georgia
506,R,Eastgate S/C,-5,33.511307,-81.716352,250 Eastgate Dr,Aiken,SC,29803-7698,8036437970,South Carolina
1512,R,20 Midtown,-6,33.51,-86.803389,230 20th St S,Birmingham,AL,35233,2052507170,Alabama
1082,R,Shoppes/Deerfoot,-6,33.641433,-86.579909,7272 Gadsden Hwy,Trussville,AL,35173-1687,2056611415,Alabama
1064,R,Prominence Point,-5,34.192001,-84.511369,120 Prominence Point Pkwy,Canton,GA,30114-9008,7703455389,Georgia
554,R,Main St Crossing,-5,34.17333,-84.784076,300 Cherokee Pl,Cartersville,GA,30121-2964,7706062360,Georgia
1683,R,West Villages,-5,27.047122,-82.321944,12165 Mercado Dr,Venice,FL,34293,9414926110,Florida
1832,R,Addison Center at Viera,-5,28.222,-80.732,7655 Stadium Pkwy,Melbourne,FL,32940,3214262915,Florida
1347,R,Fairmont Plaza,-5,27.516287,-81.493607,3610 US Highway 27 N,Sebring,FL,33870-1691,8633852025,Florida
1098,R,Cornerstone Plaza,-5,28.369672,-80.607506,5645 N Atlantic Ave,Cocoa Beach,FL,32931-3919,3217831014,Florida
1563,R,Banana River Sq,-5,28.344755,-80.610418,2067 N Atlantic Ave,Cocoa Beach,FL,32931,3217833214,Florida
467,R,Suntree Square,-5,28.229346,-80.697515,7777 N Wickham Rd,Melbourne,FL,32940-7976,3212536142,Florida
634,R,Robson Crossing,-5,34.218025,-83.863328,3446 Winder Hwy,Flowery Branch,GA,30542-3007,7705384270,Georgia
1065,R,Allison-Bonnett Pl,-6,33.453253,-86.978254,3014 Allison Bonnett Memorial Dr Ste 130,Hueytown,AL,35023-2395,2054975366,Alabama
792,R,Heron Creek,-5,27.069315,-82.210495,1291 S Sumter Blvd,North Port,FL,34287-2337,9414266672,Florida
42,R,Freehome Village,-5,34.236805,-84.290716,12424 Cumming Hwy,Canton,GA,30115-7778,6784550112,Georgia
1069,R,Clay Marketplace,-6,33.65588,-86.646998,5150 Old Springville Rd,Pinson,AL,35126-3635,2058155224,Alabama
1773,R,Tribble Crossing,-5,34.239101,-84.225523,3620 Era Dr,Cumming,GA,30028,7704065140,Georgia
624,R,Riverstone Plaza,-5,34.252961,-84.475653,1451 Riverstone Pkwy,Canton,GA,30114-5624,7707201001,Georgia
1180,R,Price Crossing,-5,27.0669,-82.15889,1251 S Toledo Blade Blvd,North Port,FL,34288-2410,9412405023,Florida
1287,R,Cocoplum Vlg Shops,-5,27.037917,-82.214804,17179 Tamiami Trl,North Port,FL,34287-7291,9414262167,Florida
49,R,Lanier Commons,-5,34.258144,-84.0711,3480 Keith Bridge Rd,Cumming,GA,30041-5568,6784550610,Georgia
1476,R,Rainbow Landing,-6,33.955225,-86.043935,128 W Grand Ave,Rainbow City,AL,35906-3238,2564422509,Alabama
1517,R,Southgate S/C,-5,27.473521,-81.444413,2848 US 27 S Ste 107,Sebring,FL,33870-5016,8633148746,Florida
737,R,Olde Village,-5,26.963068,-82.351579,55 N Indiana Ave,Englewood,FL,34223-2944,9414735441,Florida
1248,R,Laurel Canyon Vlg,-5,34.271207,-84.503289,15 Laurel Canyon Village Circle Suite 118,Canton,GA,30114,7704793700,Georgia
738,R,Post Commons S/C,-5,28.173364,-80.674061,4100 N Wickham Rd Ste 109,Melbourne,FL,32935-2487,3212422678,Florida
1528,R,Arcadia Crossings,-5,27.206739,-81.833781,2551 SE Hwy 70,Arcadia,FL,34266,8634940999,Florida
1828,R,Lake Washington,-5,28.147564,-80.674355,3200 Lake Washington Rd,Melbourne,FL,32934-7620,3214262208,Florida
1690,R,Matt Town Center,-5,34.299887,-84.150839,5310 Matt Hwy,Cumming,GA,30028,7708895778,Georgia
400,R,Merchants Crossing,-5,26.936868,-82.338771,1500 Placida Rd Ste C,Englewood,FL,34223-4951,9414758823,Florida
1110,R,Gainesville,-5,34.296578,-83.859685,879 Dawsonville Hwy,Gainesville,GA,30501-2616,7705341350,Georgia
1253,R,Capital Market Ctr,-6,33.123126,-87.552728,1101 Southview Ln,Tuscaloosa,AL,35405-6389,2052477710,Alabama
1206,R,Magnolia City,-6,33.651243,-86.822227,655 Fieldstown Rd,Gardendale,AL,35071-2411,2056084677,Alabama
1013,R,Quesada Commons,-5,27.009983,-82.131981,19451 Cochran Blvd Unit 2000,Port Charlotte,FL,33948-2008,9412352266,Florida
1214,R,Atlantic Plaza,-5,28.185697,-80.594509,1024 Highway A1A Ste 120,Satellite Beach,FL,32937-2300,3217730836,Florida
2006,R,Limestone Marketplace,-5,34.313643,-83.80074,2155 Limestone Ridge NE,Gainesville,GA,30501,,Georgia
717,R,The Village,-5,34.319126,-83.83031,1236 Thompson Bridge Rd,Gainesville,GA,30501-1708,7705380665,Georgia
1403,R,Charles Hight Sq,-5,34.261782,-85.177715,435 Turner McCall Blvd NE,Rome,GA,30165-2735,7062913380,Georgia
1438,R,Peachland Promenade,-5,27.015989,-82.056945,24051 Peachland Blvd,Port Charlotte,FL,33954-3714,9412354460,Florida
1353,R,Windover Square,-5,28.077533,-80.660008,2261 W New Haven Ave,West Melbourne,FL,32904-3805,3216760115,Florida
778,R,Gulf Cove,-5,26.931718,-82.223463,13435 S McCall Rd,Port Charlotte,FL,33981-6422,9416970279,Florida
1058,R,Indian Harbour Pl,-5,28.140631,-80.597513,270 E Eau Gallie Blvd,Indian Harbour Beach,FL,32937-4874,3217732915,Florida
1542,R,Dawson Crossroads,-5,34.352067,-84.044827,145 Forest Blvd Ste 100,Dawsonville,GA,30534,7062164220,Georgia
695,R,Palm Crossings,-5,28.037717,-80.669056,145 Palm Bay Rd NE Ste 117,West Melbourne,FL,32904-8601,3217220022,Florida
704,R,Melbourne S/C,-5,28.086507,-80.620009,1411 S Babcock St,Melbourne,FL,32901-3024,3217278085,Florida
1083,R,University Twn Ctr,-6,33.212097,-87.553585,1190 University Blvd,Tuscaloosa,AL,35401-1601,2052475044,Alabama
755,R,Bayshore Village,-5,26.966525,-82.080637,4265 Tamiami Trl,Port Charlotte,FL,33980-2152,9416291100,Florida
75,R,Lake Tuscaloosa,-6,33.263109,-87.513325,4851 Rice Mine Rd NE Ste 200,Tuscaloosa,AL,35406-3571,2052477666,Alabama
697,R,Cape Haze,-5,26.853062,-82.289382,8725 Placida Rd,Placida,FL,33946-2429,9416981699,Florida
1688,R,Indialantic,-5,28.096394,-80.569089,700 N Miramar Ave,Indialantic,FL,32903,3219536709,Florida
215,R,Palm Bay Center,-5,28.032346,-80.619836,4711 Babcock St NE,Palm Bay,FL,32905-2805,3217244724,Florida
1075,R,Northwood Crossing,-6,33.241906,-87.577792,2300 McFarland Blvd,Northport,AL,35476-2927,2053394232,Alabama
424,R,Shoppes/Palm Bay,-5,27.996926,-80.636241,1150 Malabar Rd SE Ste 120,Palm Bay,FL,32907-3239,3217273654,Florida
779,R,Bayside Lakes,-5,27.951526,-80.658101,3450 Bayside Lakes Blvd SE,Palm Bay,FL,32909-6815,3217252420,Florida
266,R,Punta Gorda Cr,-5,26.919071,-82.046608,2310 Tamiami Trl Unit 1129,Punta Gorda,FL,33950-5933,9415754740,Florida
1691,R,Bristol Park,-6,33.303194,-87.570302,13556 Hwy 69 N,Northport,AL,35475,2053307653,Alabama
1547,R,South Highlands,-5,27.302873,-81.360157,586 US 27 N,Lake Placid,FL,33852,8636992081,Florida
1557,R,Burnt Store Mktpl,-5,26.890346,-82.026205,3941 Tamiami Trl Unit 3145,Punta Gorda,FL,33950,9415750793,Florida
499,R,Driftwood Plaza,-5,28.015511,-80.534907,3830 S Highway A1A,Melbourne Beach,FL,32951-3143,3217253305,Florida
2024,R,Dahlonega Village,-5,34.471294,-83.969888,23 Maxwell LN,Dahlonega,GA,30533,,Georgia
1898,R,Shoppes at Cypress Bay,-5,27.898488,-80.621399,9179 Babcock St,Palm Bay,FL,32909,,Florida
1464,R,The Pavilion,-5,34.206269,-82.185993,479 Bypass 72 NW Ste 100,Greenwood,SC,29649-1484,8642238902,South Carolina
287,R,Riverwalk S/C,-5,27.838484,-80.487049,13435 US Highway 1,Sebastian,FL,32958-3757,7725895110,Florida
1035,R,Shops of Sebastian,-5,27.765757,-80.509879,1451 Sebastian Blvd Ste 200,Sebastian,FL,32958-8200,7725815710,Florida
1407,R,Shoppes/Del Prado,-5,26.724184,-81.904189,17960 N Tamiami Trl,North Fort Myers,FL,33903-1412,2395432203,Florida
1147,R,Shoppes at N Cape,-5,26.697743,-81.939958,2481 Del Prado Blvd N,Cape Coral,FL,33909-4002,2395731706,Florida
1764,R,Publix at Calusa Cay,-5,26.61462,-82.111878,5100 Pine Island Rd NW,Bokeelia,FL,33922,2395586088,Florida
1145,R,West Ashley Place,-5,32.805137,-80.111515,3642 Savannah Hwy Ste 132,Johns Island,SC,29455-7948,8435738734,South Carolina
1763,R,Crescent B Commons,-5,26.775904,-81.758897,42051 Cypress Pkwy,Babcock Ranch,FL,33982,2395670903,Florida
772,R,Indian River,-5,27.769462,-80.44734,9621 N US Highway 1,Sebastian,FL,32958-6363,7725815755,Florida
1007,R,Coral Shores,-5,26.639467,-82.0377,3015 SW Pine Island Rd,Cape Coral,FL,33991-1703,2392825515,Florida
1328,R,Del Prado Crossing,-5,26.671219,-81.937816,1735 NE Pine Island Rd,Cape Coral,FL,33909-1731,2395730818,Florida
1462,R,Guntersville Lndg,-6,34.333764,-86.316417,2300 Gunter Ave,Guntersville,AL,35976-2238,2565712501,Alabama
452,R,Santa Barbara Ctr,-5,26.64852,-81.976841,100 Hancock Bridge Pkwy W,Cape Coral,FL,33991-2088,2394588900,Florida
1352,R,Eagle Landing,-5,26.700053,-81.847584,6700 Bayshore Rd,North Fort Myers,FL,33917-3305,2395671827,Florida
1120,R,Summerville,-5,33.011668,-80.234859,1585 Central Ave Unit A,Summerville,SC,29483-5587,8438324017,South Carolina
701,R,Orange Grove Ctr,-5,26.653382,-81.91308,4065 Hancock Bridge Pkwy,North Fort Myers,FL,33903-4294,2399970212,Florida
483,R,Oakbrook S/C,-5,32.966809,-80.165999,1575 Old Trolley Rd,Summerville,SC,29485-8208,8438320456,South Carolina
1645,R,Riverland Market,-5,32.714509,-79.966925,1411 Folly Rd Ste 100,Charleston,SC,29412,8437625570,South Carolina
854,R,Midpoint S/C,-5,26.60682,-81.975876,2420 Santa Barbara Blvd,Cape Coral,FL,33914-4485,2395746395,Florida
824,R,Palmetto Pavilion,-5,32.912963,-80.109796,8409 Dorchester Rd Ste 104,North Charleston,SC,29420-7324,8437675970,South Carolina
826,R,Coral Pointe S/C,-5,26.618364,-81.939291,1631 Del Prado Blvd S,Cape Coral,FL,33990-6739,2397723332,Florida
360,R,Anderson Pavilion,-5,34.530932,-82.636506,1611 E Greenville St,Anderson,SC,29621-2006,8642315240,South Carolina
1637,R,Lake Crossing,-5,33.906554,-81.220731,5441 Platt Springs Rd,Lexington,SC,29073,8033589587,South Carolina
1039,R,Shops at Verandah,-5,26.698919,-81.761258,11851 Palm Beach Blvd,Fort Myers,FL,33905-5912,2396909565,Florida
1156,R,First Street Vlg,-5,26.637903,-81.876789,2160 McGregor Blvd,Fort Myers,FL,33901-3417,2393322403,Florida
633,R,Merchant Village,-5,32.753591,-79.970959,520 Folly Rd,Charleston,SC,29412-3019,8437625670,South Carolina
563,R,Blvd Market Fair,-5,34.553624,-82.685347,3801-E Clemson Blvd,Anderson,SC,29621-1318,8642311170,South Carolina
1735,R,Riverdale,-5,26.709254,-81.720436,14561 Palm Beach Blvd Ste 150,Fort Myers,FL,33905,2396900554,Florida
1374,R,Harbor Point,-5,27.688125,-80.409852,5230 US Highway 1,Vero Beach,FL,32967-7608,7727783513,Florida
418,R,Camelot Isles S/C,-5,26.560912,-82.008001,1616 Cape Coral Pkwy W # 5,Cape Coral,FL,33914-6979,2399456222,Florida
472,R,Ashley Landing,-5,32.814617,-79.995285,1401 Sam Rittenberg Blvd,Charleston,SC,29407-5031,8438523350,South Carolina
284,R,Ryanwood Plaza,-5,27.640377,-80.444944,2040 58th Ave,Vero Beach,FL,32966-4646,7725691204,Florida
1503,R,Cullman S/C,-6,34.181505,-86.849219,1104 Cullman Shopping Ctr NW,Cullman,AL,35055-2855,2567367000,Alabama
1383,R,Hendrix Crossing,-5,33.991127,-81.306322,847 Highway 378 W,Lexington,SC,29072-8316,8039966160,South Carolina
1327,R,Cape Coral,-5,26.563328,-81.975992,127 Cape Coral Pkwy W,Cape Coral,FL,33914-8353,2395400137,Florida
1599,R,10 Westedge,-5,32.786216,-79.956406,10 Westedge St Ste 100,Charleston,SC,29403,8437207000,South Carolina
426,R,Colonial Crossings,-5,26.595095,-81.885215,4600 Summerlin Rd,Fort Myers,FL,33919-3005,2399391771,Florida
1866,R,One Nexton,-5,33.058843,-80.152324,1274 Nexton Pkwy,Summerville,SC,29486-2167,,South Carolina
683,R,South Pointe,-5,26.558719,-81.905025,5997 S Pointe Blvd Ste 106,Fort Myers,FL,33919-3272,2394151515,Florida
1280,R,Shops at Vlg Walk,-5,26.604104,-81.808558,7950 Dani Dr Ste 200,Fort Myers,FL,33966-8012,2392741226,Florida
1150,R,Treasure Coast Plz,-5,27.638434,-80.382956,415 21st St,Vero Beach,FL,32960-5455,7725620391,Florida
