store_number,store_name,street,city,state,zip,latitude,longitude,state_name,brand,updated
27664,WILK BARR-KIDDER,744 Kidder St,Wilkes Barre,PA,18702,41.250828,-75.844593,Pennsylvania,McDonald's,2024-03-31
3751,WILKES BAR-(315),900 Wilkes Barre Township Blvd,Wilkes Barre,PA,18702,41.224963,-75.878647,Pennsylvania,McDonald's,2024-03-31
11881,WILKES BARRE IV,150 East Hampton,Wilkes Barre,PA,18701,41.241025,-75.881075,Pennsylvania,McDonald's,2024-03-31
26683,"PLAINS, RIVER ST",674 N River St,Plains,PA,18705,41.261269,-75.867621,Pennsylvania,McDonald's,2024-03-31
25283,ROUTE 315 & OAK,306 Rt 315,Pittston,PA,18640,41.307042,-75.764104,Pennsylvania,McDonald's,2024-03-31
1442,WYOMING,913 Wyoming Ave,Wyoming,PA,18644,41.301328,-75.854054,Pennsylvania,McDonald's,2024-03-31
3016,EDWARDSVL-NARROW,80 S Wyoming Ave,Edwardsville,PA,18704,41.258652,-75.901574,Pennsylvania,McDonald's,2024-03-31
255,WILKES BARRE 1,746 San Souci Hwy,Wilkes Barre,PA,18702,41.231926,-75.921241,Pennsylvania,McDonald's,2024-03-31
5657,MTN TOP-RTE 309,249 S Mountain Blvd,Mountain Top,PA,18707,41.143554,-75.900468,Pennsylvania,McDonald's,2024-03-31
20556,LUZERNE,500 Union Street Luzerne,Luzerne,PA,18709,41.282393,-75.89664,Pennsylvania,McDonald's,2024-03-31
18346,SALISBURY,298 Tilghman Rd,Salisbury,MD,21801,38.367104,-75.548384,Maryland,McDonald's,2024-03-31
27655,"FRUITLAND, MD",407 N Fruitland Blvd,Salisbury,MD,21801,38.330283,-75.611929,Maryland,McDonald's,2024-03-31
25988,NANTICOKEA-MRKT.,1205 Parsons Rd,Salisbury,MD,21801,38.368397,-75.617954,Maryland,McDonald's,2024-03-31
25325,SALISBURY NORTH,2709 N Salisbury Blvd,Salisbury,MD,21801,38.416432,-75.565266,Maryland,McDonald's,2024-03-31
32987,"DELMAR COMMONS,",38667 Sussex Highway,Delmar,DE,19940,38.456926,-75.55745,Delaware,McDonald's,2024-03-31
22695,BYRON CENTER 84,2626 84th St Sw,Byron Center,MI,49315,42.811796,-85.728372,Michigan,McDonald's,2024-03-31
12839,CALEDONIA,9383 Cherry Valley Avenue Southeast,Caledonia,MI,49316,42.795304,-85.507634,Michigan,McDonald's,2024-03-31
38335,ADA RELOCATION,7100 Fulton St,Ada,MI,49301,42.958119,-85.493159,Michigan,McDonald's,2024-03-31
12463,"WOODBINEUGE, LAL",702 Lisbon Center Dr,Woodbine,MD,21797,39.349967,-77.067939,Maryland,McDonald's,2024-03-31
35940,WILMINGTON NC (C,2519 North College Road,Wilmington,NC,28405,34.292414,-77.873464,North Carolina,McDonald's,2024-03-31
13382,WILMINGTON,2541 Castle Hayne Rd,Wilmington,NC,28405,34.288107,-77.921495,North Carolina,McDonald's,2024-03-31
36579,WILMINGTON NC (M,108 Hays Lane,Wilmington,NC,28411,34.295888,-77.795651,North Carolina,McDonald's,2024-03-31
35747,PINE ISLAN,2925 Sw Pine Island Rd,Cape Coral,FL,33991,26.638105,-82.036307,Florida,McDonald's,2024-03-31
11615,SANTA BARBARA,8 Ne Pine Island Rd,Cape Coral,FL,33909,26.652003,-81.972938,Florida,McDonald's,2024-03-31
12194,ELM GROVE,101 Kruger Street,Wheeling,WV,26003,40.043239,-80.657653,West Virginia,McDonald's,2024-03-31
28582,HIGHLANDS,210 Cabela Drive,Triadelphia,WV,26059,40.060567,-80.600503,West Virginia,McDonald's,2024-03-31
33990,WARWOOD,211 Warwood Avenue,Warwood,WV,26003,40.103836,-80.702005,West Virginia,McDonald's,2024-03-31
17919,MARTINS FERRY,300 Hanover St,Martins Ferry,OH,43935,40.096201,-80.722706,Ohio,McDonald's,2024-03-31
19923,BELLAIRE,300 28th St,Bellaire,OH,43906,40.011572,-80.745142,Ohio,McDonald's,2024-03-31
4772,CALLAWAY,121 N Tyndall Pkwy,Panama City,FL,32404,30.146441,-85.591644,Florida,McDonald's,2024-03-31
5916,PETERS TWP,3723 Washington Rd,Mc Murray,PA,15317,40.277908,-80.123986,Pennsylvania,McDonald's,2024-03-31
6822,BRIDGEVILLE,3023 Washington Pike,Bridgeville,PA,15017,40.353721,-80.11461,Pennsylvania,McDonald's,2024-03-31
7705,FT. COUCH RD.,82 Fort Couch Rd,Pittsburgh,PA,15241,40.338068,-80.050782,Pennsylvania,McDonald's,2024-03-31
442,SOUTH PARK,5261 Library Rd,Bethel Park,PA,15102,40.331891,-80.022367,Pennsylvania,McDonald's,2024-03-31
1102,CASTLE SHANNON,225 Mount Lebanon Blvd,Castle Shannon,PA,15234,40.368621,-80.037877,Pennsylvania,McDonald's,2024-03-31
6517,RICHMOND/MAIN,67600 Main St,Richmond,MI,48062-1926,42.799702,-82.741714,Michigan,McDonald's,2024-03-31
36750,616 E. GREEN STR,616 E Green St,Champaign,IL,61820,40.11043,-88.229836,Illinois,McDonald's,2024-03-31
1018,CHMPGN-KIRBY,1605 S Neil,Champaign,IL,61820-7250,40.097526,-88.245203,Illinois,McDonald's,2024-03-31
35422,"CHAMPAIGN, ILLIN",906 Bloomington Road,Champaign,IL,61821,40.133496,-88.259559,Illinois,McDonald's,2024-03-31
5673,CHMPGN-MARKET,1812 N Neil,Champaign,IL,61820-7817,40.137539,-88.243044,Illinois,McDonald's,2024-03-31
2257,CHAMPAIGN-MATTIS,501 North Mattis,Champaign,IL,61821,40.120573,-88.277416,Illinois,McDonald's,2024-03-31
4006,URBANA,601 N Cunningham,Urbana,IL,61801-1721,40.11825,-88.204471,Illinois,McDonald's,2024-03-31
15879,DUNCAN,2909 W Kirby Ave,Champaign,IL,61820,40.097945,-88.293887,Illinois,McDonald's,2024-03-31
6265,URBANA-PHILO,1705 S Philo Road,Urbana,IL,61801-6013,40.097377,-88.191191,Illinois,McDonald's,2024-03-31
31787,CHAMPAIGN I-57 &,4910 N Market Street,Champaign,IL,61820,40.178005,-88.240266,Illinois,McDonald's,2024-03-31
21795,I74,1006 Purnell Dr,Mahomet,IL,61853,40.185468,-88.368323,Illinois,McDonald's,2024-03-31
35633,ATHENS-BOONESBOR,5521 Athens Boonesboro Rd,Lexington,KY,40509,37.962316,-84.386907,Kentucky,McDonald's,2024-03-31
22167,TODD'S LN/MAN-O,1921 Plaudit Pl,Lexington,KY,40509,38.01953,-84.415427,Kentucky,McDonald's,2024-03-31
5758,LXNGTN-I75&WNCHS,2271 Elkhorn Road North,Lexington,KY,40505-4813,38.042555,-84.424088,Kentucky,McDonald's,2024-03-31
36629,RICHMOND ROAD CH,2359 Richmond Rd,Lexington,KY,40502,38.016222,-84.461471,Kentucky,McDonald's,2024-03-31
6111,LEXINGTON-NEW CI,1114 New Circle Rd,Lexington,KY,40505-4137,38.034103,-84.454231,Kentucky,McDonald's,2024-03-31
25755,"WINCHESTER RD,",768 Winchester Rd,Lexington,KY,40508,38.040775,-84.476204,Kentucky,McDonald's,2024-03-31
2045,LEX-RUSSELL CAVE,1499 Russell Cave Rd,Lexington,KY,40511,38.070831,-84.477857,Kentucky,McDonald's,2024-03-31
4819,LEXNGTN-LIMESTON,357 S Limestone Ave,Lexington,KY,40508,38.042378,-84.503094,Kentucky,McDonald's,2024-03-31
2792,WINCHESTER-US 60,1520 W Lexington Ave,Winchester,KY,40391,38.007276,-84.212367,Kentucky,McDonald's,2024-03-31
36127,HARRODSBURG ROAD,2012 Harrodsburg Road,Lexington,KY,40503,38.025645,-84.535563,Kentucky,McDonald's,2024-03-31
21832,NEWTOWN,1950 Stanton Way,Lexington,KY,40511-1350,38.101612,-84.484445,Kentucky,McDonald's,2024-03-31
27586,HWY. 98 & OLD KI,6442 Us Hwy 98,Hattiesburg,MS,39402,31.316675,-89.41018,Mississippi,McDonald's,2024-03-31
3140,GALLUP-US 66,2614 W Hwy 66,Gallup,NM,87301-6810,35.517204,-108.775612,New Mexico,McDonald's,2024-03-31
4738,GALLUP-E 66TH ST,2300 E Historic Highway 66,Gallup,NM,87301,35.528947,-108.708564,New Mexico,McDonald's,2024-03-31
31141,GALLUP-W*M 906,1650 W MALONEY AVE (Walmart #906),Gallup,NM,87301,35.528576,-108.769194,New Mexico,McDonald's,2024-03-31
12501,GALLUP-HWY 666,700 Us Highway 491,Gallup,NM,87301,35.532673,-108.758675,New Mexico,McDonald's,2024-03-31
33111,"MERAUX, LA",4202 E Judge Perez Dr,Meraux,LA,70075,29.934721,-89.92232,Louisiana,McDonald's,2024-03-31
13049,XENIA - DETROIT,1645 N Detroit Steet,Xenia,OH,45385,39.707746,-83.933413,Ohio,McDonald's,2024-03-31
3365,XENIA - W. MAIN,431 W Main St,Xenia,OH,45385-2809,39.683831,-83.936989,Ohio,McDonald's,2024-03-31
11401,FRANKLIN SQUARE,2998 E Franklin Blvd,Gastonia,NC,28054,35.259623,-81.125185,North Carolina,McDonald's,2024-03-31
32328,GASTONIA NC (HOF,1909 Hoffman Road,Gastonia,NC,28056,35.226838,-81.133754,North Carolina,McDonald's,2024-03-31
645,CHICOPEE-MEMORAL,1460 Memorial Drive,Chicopee,MA,01020-3964,42.197536,-72.574613,Massachusetts,McDonald's,2024-03-31
6279,E.HAMPTON-N.HAMP,121 N Hampton St,Easthampton,MA,01027,42.27988,-72.670284,Massachusetts,McDonald's,2024-03-31
16283,CHICOPEE III,350 Burnett Rd,Chicopee,MA,01020,42.166754,-72.5461,Massachusetts,McDonald's,2024-03-31
4847,SPRINGFLD-PAGE,771 Page Blvd,Springfield,MA,01104-3036,42.142832,-72.553449,Massachusetts,McDonald's,2024-03-31
862,NORTHAMPTON-KING,221 King St,Northampton,MA,01060,42.328892,-72.633195,Massachusetts,McDonald's,2024-03-31
592,SPRINGFLD-BOSTON,809 Boston Rd,Springfield,MA,01109,42.136741,-72.517735,Massachusetts,McDonald's,2024-03-31
6099,LUDLOW-CENTER ST,420 Center St,Ludlow,MA,01056,42.167703,-72.481007,Massachusetts,McDonald's,2024-03-31
6129,SPRNGFLD-BOSTON,1610 Boston Post Rd,Springfield,MA,01119,42.143127,-72.489609,Massachusetts,McDonald's,2024-03-31
32032,BUTLER CROSSING,680 Butler Crossing,Butler,PA,16001,40.878159,-79.948132,Pennsylvania,McDonald's,2024-03-31
29780,CLEARVIEW,102 Clearview Cir,Butler,PA,16001,40.89466,-79.906532,Pennsylvania,McDonald's,2024-03-31
5571,GREATER BUTLER M,500 Greater Butler Mart,Butler,PA,16001,40.842953,-79.918668,Pennsylvania,McDonald's,2024-03-31
38086,ROBINSON,500 N Robinson,Robinson,TX,76706,31.479696,-97.12002,Texas,McDonald's,2024-03-31
27359,IH 35   SU,7961 S Ih 35,Robinson,TX,76706,31.457421,-97.171328,Texas,McDonald's,2024-03-31
21589,FRANKLIN,4330 Franklin Avenue,Waco,TX,76710,31.522854,-97.167729,Texas,McDonald's,2024-03-31
2278,WACO SIXTH,906 S 6th St,Waco,TX,76703,31.549451,-97.124513,Texas,McDonald's,2024-03-31
17921,WACO HEWITT,913 Hewitt Dr,Waco,TX,76712,31.48866,-97.213165,Texas,McDonald's,2024-03-31
2010,WACO-VALLEY MILL,1225 N Valley Mills Dr,Waco,TX,76710-4427,31.531189,-97.188595,Texas,McDonald's,2024-03-31
14484,19TH STREET,3733 N 19th St,Waco,TX,76708,31.580233,-97.1721,Texas,McDonald's,2024-03-31
11477,LACY-LKVW/340 &,4503 N I 35,Lacy-Lakeview,TX,76705,31.605193,-97.107574,Texas,McDonald's,2024-03-31
27141,"KERRVILLE, HWY 2",1308 Junction Hwy,Kerrville,TX,78028,30.062794,-99.171041,Texas,McDonald's,2024-03-31
5703,KERRVILLE-HWY 16,600 Sidney Baker,Kerrville,TX,78028-4556,30.050211,-99.138002,Texas,McDonald's,2024-03-31
21850,CHEV-I-10-HWY16,2128 Sidney Baker,Kerrville,TX,78028,30.069214,-99.113512,Texas,McDonald's,2024-03-31
3936,CALEXICO,720 Imperial Ave,Calexico,CA,92231-3153,32.672724,-115.498351,California,McDonald's,2024-03-31
21509,SUMTER #5 SOUTH,1765 Hwy 15 S,Sumter,SC,29154,33.868938,-80.355997,South Carolina,McDonald's,2024-03-31
7807,SUMTER-PINEWOOD,360 Pine Wood Rd,Sumter,SC,29150,33.904821,-80.379839,South Carolina,McDonald's,2024-03-31
7745,SUMTER-LAFAYETTE,101 N Lafayette Blvd,Sumter,SC,29150,33.921946,-80.335552,South Carolina,McDonald's,2024-03-31
2236,SUMTER-BROAD ST,1060 Broad St,Sumter,SC,29150,33.948838,-80.375865,South Carolina,McDonald's,2024-03-31
22038,OCEAN NJ,2000 Nj-35,Ocean,NJ,07712,40.263634,-74.042427,New Jersey,McDonald's,2024-03-31
12979,ASBURY PK MAIN,1501 Main St,Asbury Park,NJ,07712,40.228401,-74.009163,New Jersey,McDonald's,2024-03-31
1746,W LNG BRANCH/MON,372 Monmouth Rd,West Long Branch,NJ,07764,40.284229,-74.01889,New Jersey,McDonald's,2024-03-31
6576,EATONTOWN-RT.35,18 Nj-35,Eatontown,NJ,07724,40.304138,-74.059914,New Jersey,McDonald's,2024-03-31
6713,LONG BR.-BROADWY,229 Broadway St,Long Branch,NJ,07740,40.304554,-73.988441,New Jersey,McDonald's,2024-03-31
2012,TINTON FLS-APPLE,588 Shrewsbury Ave,Tinton Falls,NJ,07724,40.330563,-74.07444,New Jersey,McDonald's,2024-03-31
3805,AUBURN-GENESEE,357 Genesee St,Auburn,NY,13021,42.919081,-76.593455,New York,McDonald's,2024-03-31
6165,AUBURN-GRANT AVE,198 Grant Ave,Auburn,NY,13021,42.94791,-76.547604,New York,McDonald's,2024-03-31
18744,DES MOINES/WK CT,4201 Fleur Dr,Des Moines,IA,50309,41.546246,-93.644652,Iowa,McDonald's,2024-03-31
21541,DES MOINES A.P.,710 Army Post Rd,Des Moines,IA,50309,41.525829,-93.623975,Iowa,McDonald's,2024-03-31
3179,DES MOINES-SE 14,3000 Se 14th St,Des Moines,IA,50320,41.557744,-93.597541,Iowa,McDonald's,2024-03-31
23722,14/DES MOINES,1404 Des Moines St,Des Moines,IA,50316,41.594924,-93.59782,Iowa,McDonald's,2024-03-31
28677,UNIVERSITY & 6TH,601 University Ave,Des Moines,IA,50314,41.601266,-93.626649,Iowa,McDonald's,2024-03-31
28111,"NORWALK, IA",2901 Sunset,Norwalk,IA,50211,41.496254,-93.67503,Iowa,McDonald's,2024-03-31
24306,DESMOINES-DRAKE,3002 Forest Ave,Des Moines,IA,50311,41.603643,-93.658786,Iowa,McDonald's,2024-03-31
28558,2540 EAST UNIVER,2540 E University Ave,Des Moines,IA,50317,41.600857,-93.569036,Iowa,McDonald's,2024-03-31
398,DES MOINES-GRAND,6125 Grand Ave,Des Moines,IA,50312-1418,41.583232,-93.700913,Iowa,McDonald's,2024-03-31
12101,DES MOINES/NE 14,1345 E Euclid,Des Moines,IA,50316-1259,41.627324,-93.601428,Iowa,McDonald's,2024-03-31
11754,DES MOINES/33RD,3275 Euclid Ave E,Des Moines,IA,50317-3845,41.627462,-93.552275,Iowa,McDonald's,2024-03-31
31045,W DES MOINES-22,1530 22nd St,West Des Moines,IA,50266,41.595345,-93.736714,Iowa,McDonald's,2024-03-31
478,MERLE HAY RD.,3610 Merle Hay Road,Des Moines,IA,50310-1245,41.628199,-93.698284,Iowa,McDonald's,2024-03-31
19678,PLEASANT H,1055 Sherrylynn Blvd,Pleasant Hill,IA,50317,41.598559,-93.506183,Iowa,McDonald's,2024-03-31
24462,W. DES MOINES- G,745 South 51st Street,West Des Moines,IA,50265,41.558467,-93.773823,Iowa,McDonald's,2024-03-31
5631,INTERSTATE,4825 Merle Hay Rd,Des Moines,IA,50322,41.648184,-93.696622,Iowa,McDonald's,2024-03-31
11516,CLIVE/FOREST LN,11400 Forest Ln,Clive,IA,50325-7031,41.601013,-93.771741,Iowa,McDonald's,2024-03-31
33070,ALTOONA 8TH ST,3734 8th St Sw,Altoona,IA,50009,41.643518,-93.507105,Iowa,McDonald's,2024-03-31
22072,JOHNSTON,5494 Nw 86th St,Johnston,IA,50131,41.660138,-93.737379,Iowa,McDonald's,2024-03-31
4307,GERMANTOWN,N92 W17512 County Line Road,Germantown,WI,53022-4627,43.193492,-88.12743,Wisconsin,McDonald's,2024-03-31
12304,MEQUON-167,N112w15936 Mequon Road,Germantown,WI,53022,43.22137,-88.106898,Wisconsin,McDonald's,2024-03-31
11364,BROOKFIELD-18,18695 W Bluemound Rd,Brookfield,WI,53045-2923,43.035701,-88.145113,Wisconsin,McDonald's,2024-03-31
37589,CARTERSVILLE 41,1370 Joe Frank Harris Pkwy Se,Cartersville,GA,30120,34.207437,-84.81971,Georgia,McDonald's,2024-03-31
27663,TRVL CNTR CASVLE,968 Cassville White Rd,Cartersville,GA,30120,34.272533,-84.807739,Georgia,McDonald's,2024-03-31
5320,GRAND FORKS-32ND,2910 32nd Ave,Grand Forks,ND,58201-6024,47.890163,-97.07042,North Dakota,McDonald's,2024-03-31
4474,GRND FRKS,4340 Gateway Dr,Grand Forks,ND,58201,47.934309,-97.091917,North Dakota,McDonald's,2024-03-31
1149,GRAND FORKS-WASH,1125 S Washington St,Grand Forks,ND,58201-5430,47.910125,-97.044522,North Dakota,McDonald's,2024-03-31
11693,E. GRD FRKS/H-2,1212 Central Ave Ne,East Grand Forks,MN,56721-1603,47.937083,-97.019222,Minnesota,McDonald's,2024-03-31
33230,"ELIZ CITY,TANGLE",105 Tanglewood Drive,Elizabeth City,NC,27909,36.293832,-76.296817,North Carolina,McDonald's,2024-03-31
1947,ERINGHAUS,1316 W Ehringhaus St,Elizabeth City,NC,27909,36.295225,-76.240417,North Carolina,McDonald's,2024-03-31
10523,EC BYPASS,1321 N Road St,Elizabeth City,NC,27909-3389,36.329533,-76.226261,North Carolina,McDonald's,2024-03-31
39639,"COLD SPRING, KY",3720 Alexandria Pike,Cold Spring,KY,41076,39.026062,-84.448049,Kentucky,McDonald's,2024-03-31
12783,ALEXANDRIA/R 27,6707 Alexandria Pike,Alexandria,KY,41001,38.9866,-84.402857,Kentucky,McDonald's,2024-03-31
16317,WINDSOR,125 Windsor River Rd,Windsor,CA,95492,38.547535,-122.81158,California,McDonald's,2024-03-31
12088,HEALDSBURG,110 Healdsburg Ave,Healdsburg,CA,95448-4018,38.605525,-122.868411,California,McDonald's,2024-03-31
10120,DAVIS HIGHWAY,7915 N Davis Hwy,Pensacola,FL,32514-7562,30.507725,-87.222091,Florida,McDonald's,2024-03-31
6057,ENSLEY-9 MILE RD,123 E Nine Mile Rd,Pensacola,FL,32534,30.532437,-87.266955,Florida,McDonald's,2024-03-31
5085,PENSACOLA-9TH,6935 N 9th Ave,Pensacola,FL,32504-6638,30.496453,-87.189204,Florida,McDonald's,2024-03-31
6330,PENSACOLA-US 29,7198 Pensacola Blvd,Pensacola,FL,32505,30.495959,-87.262181,Florida,McDonald's,2024-03-31
34896,"PENSACOLA, FL  R",1500 Airport Blvd,Pensacola,FL,32503,30.482355,-87.212761,Florida,McDonald's,2024-03-31
12403,PENSACOLA/BAYOU,4990 Bayou Rd,Pensacola,FL,32503,30.471779,-87.208137,Florida,McDonald's,2024-03-31
15316,PACE/ HIGHWAY 90,3540 Hwy 90,Pace,FL,32571,30.591096,-87.175938,Florida,McDonald's,2024-03-31
27599,GONZALEZ/US 29,1610 Highway 29s,Gonzalez,FL,32533,30.578737,-87.294858,Florida,McDonald's,2024-03-31
15875,PENSACOLA,7941 Pine Forest Rd,Pensacola,FL,32526,30.519005,-87.313918,Florida,McDonald's,2024-03-31
4641,PENSCOLA-FAIRFLD,2120 W Fairfield,Pensacola,FL,32505-5132,30.445776,-87.241351,Florida,McDonald's,2024-03-31
7102,PENSACOLA-US 90,6003 Mobile Hwy,Pensacola,FL,32526,30.461474,-87.301715,Florida,McDonald's,2024-03-31
11755,PENSACOLA/CERVAN,815 E Cervantes,Pensacola,FL,32501-3211,30.422618,-87.207329,Florida,McDonald's,2024-03-31
16473,MILTON FL,2807 Avalon Blvd,Milton,FL,32583,30.537356,-87.087861,Florida,McDonald's,2024-03-31
35848,"PACE, FL (PEA RI",5004 Highway 90,Pace,FL,32571,30.60381,-87.11493,Florida,McDonald's,2024-03-31
252,PENSACOLA-NAVY,1107 N Navy Blvd,Pensacola,FL,32507-1250,30.405824,-87.275594,Florida,McDonald's,2024-03-31
39674,WEST 9 MILE @ BE,5897 W 9 Mile Rd,Pensacola,FL,32526,30.535299,-87.380224,Florida,McDonald's,2024-03-31
10719,HARTFORD-WASHNGT,172 Washington St,Hartford,CT,06106,41.757247,-72.681945,Connecticut,McDonald's,2024-03-31
29864,HARTFORD FLATBUS,507 Flatbush Ave,Hartford,CT,06106,41.742128,-72.712526,Connecticut,McDonald's,2024-03-31
1382,HARTFORD-PROSPCT,214 Prospect Ave,Hartford,CT,06106,41.752493,-72.714552,Connecticut,McDonald's,2024-03-31
1835,HARTFORD-BRAINRD,76 Brainard Rd,Hartford,CT,06114,41.738644,-72.659332,Connecticut,McDonald's,2024-03-31
6882,HARTFORD-ALBANY,1303 Albany Ave,Hartford,CT,06112,41.782209,-72.698288,Connecticut,McDonald's,2024-03-31
11886,HARTFORD/WESTON,98 Weston St,Hartford,CT,06120,41.78767,-72.662174,Connecticut,McDonald's,2024-03-31
148,NEWINGTON-BERLIN,2375 Berlin Tpke,Newington,CT,06111,41.687704,-72.708146,Connecticut,McDonald's,2024-03-31
1257,GLASTONBURY-MAIN,2915 Main St,Glastonbury,CT,06033,41.723,-72.615462,Connecticut,McDonald's,2024-03-31
14737,BLOOMFIELD,273 Cottage Grove Rd,Bloomfield,CT,06002,41.817058,-72.712997,Connecticut,McDonald's,2024-03-31
7351,E HARTFRD-BURNSD,1261 Burnside Ave,East Hartford,CT,06108,41.783343,-72.584642,Connecticut,McDonald's,2024-03-31
36426,MANCHESTER-SPENC,184-188 Spencer St,Manchester,CT,06040,41.76667,-72.568308,Connecticut,McDonald's,2024-03-31
7987,S WINDSOR-FITCH,769 John Fitch Blvd,South Windsor,CT,06074,41.823784,-72.608536,Connecticut,McDonald's,2024-03-31
16907,WINDSOR III,350 Bloomfield Ave,Windsor,CT,06095,41.852521,-72.661525,Connecticut,McDonald's,2024-03-31
4054,MANCHESTER-TOLLD,1221 Tolland Tpke,Manchester,CT,06040,41.797098,-72.556078,Connecticut,McDonald's,2024-03-31
10391,MANCHESTER/WEST,70 W Center Rd,Manchester,CT,06040,41.77155,-72.537916,Connecticut,McDonald's,2024-03-31
18799,MANCHESTER-DEMIN,144 Deming St,Manchester,CT,06040,41.8131,-72.525692,Connecticut,McDonald's,2024-03-31
34928,OTTER LAKE RD,7110 Otter Lake Road,Lino Lakes,MN,55038,45.164706,-93.024794,Minnesota,McDonald's,2024-03-31
26468,GOLDSBORO,2740 S Us 117,Goldsboro,NC,27530,35.329111,-78.035988,North Carolina,McDonald's,2024-03-31
31619,GOLDSBORO-CLARID,1501 A West Us 70 Highway,Goldsboro,NC,27530,35.404542,-78.023268,North Carolina,McDonald's,2024-03-31
3301,GOLDSBORO-WAYNE,2002 Wayne Memorial Dr,Goldsboro,NC,27530,35.397182,-77.96467,North Carolina,McDonald's,2024-03-31
10464,GOLDSBORO/BERKLE,300 N Berkeley Blvd,Goldsboro,NC,27530,35.372845,-77.948386,North Carolina,McDonald's,2024-03-31
32733,GOLDSBORO NC (HW,100 Mollie Drive,Goldsboro,NC,27534,35.341237,-77.918651,North Carolina,McDonald's,2024-03-31
5300,PONTIAC-LYON,22100 Pontiac Trl,South Lyon,MI,48178-1620,42.442783,-83.650757,Michigan,McDonald's,2024-03-31
7282,WIXOM-GRAND RIVR,49450 Grand River Ave,Wixom,MI,48393,42.494816,-83.536789,Michigan,McDonald's,2024-03-31
4853,NOVI-12 MILE RD,42665 12 Mile Rd,Novi,MI,48377-3004,42.495114,-83.470921,Michigan,McDonald's,2024-03-31
27580,"MULICA HILL, NJ",133 Bridgeton Pike,Mullica Hill,NJ,08062,39.724714,-75.220885,New Jersey,McDonald's,2024-03-31
6162,DOCK LANDING,3937 Portsmouth Blvd,Chesapeake,VA,23321,36.824544,-76.404674,Virginia,McDonald's,2024-03-31
11612,NASH-OPRYLAND,201 Rudy Cir,Nashville,TN,37214-1005,36.219859,-86.694515,Tennessee,McDonald's,2024-03-31
6125,NASHVL-DICKERSON,3300 Dickerson Rd,Nashville,TN,37207-2955,36.235466,-86.758737,Tennessee,McDonald's,2024-03-31
26157,PERRYSBURG,10163 Fremont Pike,Perrysburg,OH,43551,41.544708,-83.591495,Ohio,McDonald's,2024-03-31
13600,PERRYSBURG,26540 Dixie Hwy,Perrysburg,OH,43551,41.538263,-83.63428,Ohio,McDonald's,2024-03-31
5845,ROSSFORD-LIME CT,835 Lime City Rd,Rossford,OH,43460-1613,41.587281,-83.567076,Ohio,McDonald's,2024-03-31
1133,MAUMEE-CONANT,1016 Conant St,Maumee,OH,43537-2845,41.56862,-83.656489,Ohio,McDonald's,2024-03-31
29323,PILOT - PERRYSBU,3430 Libbey Rd,Perrysburg,OH,43551-9739,41.522693,-83.462233,Ohio,McDonald's,2024-03-31
17312,BYRNE ROAD,1405 S Byrne Rd,Toledo,OH,43614,41.614022,-83.62525,Ohio,McDonald's,2024-03-31
18910,MAUMEE,1401 Arrowhead Rd,Maumee,OH,43537,41.581508,-83.686432,Ohio,McDonald's,2024-03-31
10111,TOL-S. REYNOLDS,2130 S Reynolds Rd,Toledo,OH,43614-1411,41.601028,-83.665326,Ohio,McDonald's,2024-03-31
19826,WATERVILLE,7228 Dutch Rd,Waterville,OH,43566,41.522551,-83.716842,Ohio,McDonald's,2024-03-31
30594,TOLEDO/SOUTH,1540 Broadway St,Toledo,OH,43609-2855,41.631213,-83.556675,Ohio,McDonald's,2024-03-31
11488,TOLEDO/WOODVILLE,2700 Woodville Rd,Northwood,OH,43619-1447,41.615731,-83.485817,Ohio,McDonald's,2024-03-31
4008,HOLL-AIRP HIGH,6555 Airport Hwy,Holland,OH,43528-9394,41.611826,-83.69836,Ohio,McDonald's,2024-03-31
966,TOL-MAIN ST.,90 Main St,Toledo,OH,43605-2032,41.648567,-83.524197,Ohio,McDonald's,2024-03-31
2854,OREG-NAVARRE,2908 Navarre Ave,Oregon,OH,43616,41.636136,-83.479021,Ohio,McDonald's,2024-03-31
11270,TOLEDO/REYNOLDS,36 N Reynolds Rd,Toledo,OH,43615-5214,41.639658,-83.663943,Ohio,McDonald's,2024-03-31
31979,FALLSTON,2404 Bel Air Road,Fallston,MD,21047,39.491619,-76.395434,Maryland,McDonald's,2024-03-31
3033,OKC-MERIDIAN,312 S Meridian Ave,Oklahoma City,OK,73108-1012,35.463263,-97.600472,Oklahoma,McDonald's,2024-03-31
15840,BILLERICA II,718 Boston Rd,Billerica,MA,01821,42.537891,-71.243164,Massachusetts,McDonald's,2024-03-31
1794,BILLERICA-BOSTON,273 Boston Rd,Billerica,MA,01821,42.574699,-71.282127,Massachusetts,McDonald's,2024-03-31
32107,HWY 99 & BELL,1521 Bell Drive,Atwater,CA,95301,37.343365,-120.615094,California,McDonald's,2024-03-31
27493,ATWAT-BELLEVUE/S,2720 Shaffer Rd,Atwater,CA,95301,37.360895,-120.59545,California,McDonald's,2024-03-31
4235,MERCED-W 13TH ST,1060 West 13th Street,Merced,CA,95340-5817,37.300042,-120.494352,California,McDonald's,2024-03-31
2660,THORNWOOD-MARBLE,600 Marble Ave,Thornwood,NY,10594,41.126369,-73.785355,New York,McDonald's,2024-03-31
39405,"FT LUPTON, CO",105 1st Street,Ft. Lupton,CO,80621,40.080345,-104.818176,Colorado,McDonald's,2024-03-31
